P 201, 119, 41, 0, 0, 0, 2, Chatterbones
L 13.8, 96.6, 11.9, 27.7, 102.1, 11.9, 178, 102, 255
L 177.0, 84.3, 49.2, 178.9, 73.1, 49.2, 150, 150, 150
L 211.2, 119.5, -5.1, 201.7, 117.8, -5.1, 150, 150, 150
L 12.1, 52.3, 35.0, 10.1, 63.5, 35.0, 150, 150, 150
L 211.0, 120.7, -3.2, 211.2, 119.5, -5.1, 102, 0, 204
L 203.0, 110.2, 10.4, 200.0, 127.6, 10.4, 178, 102, 255
L 209.5, 129.3, 10.4, 209.3, 130.3, 10.4, 178, 102, 255
L 204.6, 101.9, 55.6, 206.0, 102.1, 55.6, 0, 204, 0
L 203.3, 101.7, 55.6, 203.6, 99.9, 55.6, 0, 204, 0
L 192.4, 96.7, 55.6, 192.2, 97.9, 55.6, 0, 204, 0
L 193.9, 88.1, 55.6, 192.4, 96.7, 55.6, 150, 150, 150
L 193.9, 88.1, 55.6, 194.1, 86.7, 55.6, 0, 204, 0
L 205.5, 88.7, 55.6, 206.2, 84.8, 55.6, 0, 204, 0
L 198.9, 126.1, 55.6, 199.6, 122.1, 55.6, 0, 204, 0
L 181.3, 73.6, 52.9, 183.7, 74.0, 56.6, 0, 204, 0
L 199.4, 93.5, -5.1, 198.3, 99.9, -5.1, 102, 0, 204
L 27.7, 102.1, 11.9, 39.4, 106.3, 11.9, 178, 102, 255
L 166.3, 116.6, 41.8, 168.7, 117.0, 45.5, 0, 204, 0
L 23.4, 75.8, 11.9, 27.8, 50.7, 11.9, 178, 102, 255
L 194.9, 119.8, 62.7, 198.1, 120.4, 66.3, 102, 255, 102
L 15.4, 74.2, 27.6, 15.0, 76.7, 27.6, 205, 133, 63
L 166.7, 128.2, 45.5, 169.1, 128.7, 49.2, 0, 204, 0
L 13.3, 92.7, -5.1, 44.9, 102.0, -5.1, 102, 0, 204
L 6.5, 56.2, -5.1, -0.1, 54.5, -5.1, 102, 0, 204
L 193.2, 110.8, 59.2, 190.0, 110.2, 55.6, 102, 255, 102
L 16.3, 69.2, 27.6, 15.8, 71.7, 27.6, 205, 133, 63
L -14.7, 57.2, -5.1, -18.2, 77.3, -5.1, 102, 0, 204
L 116.7, 105.0, -5.1, 140.4, 108.9, -5.1, 102, 0, 204
L 181.8, 85.2, 41.8, 172.2, 83.5, 41.8, 0, 0, 0
L 15.4, 74.2, 27.6, 13.2, 73.8, 27.6, 205, 133, 63
L 166.3, 116.6, 41.8, 164.3, 127.8, 41.8, 150, 150, 150
L 213.8, 104.7, -5.1, 215.3, 96.3, -5.1, 102, 0, 204
L 191.7, 119.3, 59.2, 193.2, 110.8, 59.2, 150, 150, 150
L 27.8, 50.7, 11.9, 20.8, 50.1, 11.9, 178, 102, 255
L 112.5, 122.8, -5.1, 116.7, 105.0, -5.1, 102, 0, 204
L 198.1, 120.4, 66.3, 201.3, 121.0, 69.9, 102, 255, 102
L 199.6, 111.9, 66.3, 196.4, 111.3, 62.7, 102, 255, 102
L 175.6, 134.7, 10.4, 206.2, 133.2, 10.4, 178, 102, 255
L 182.3, 82.1, 10.4, 107.5, 68.4, 10.4, 178, 102, 255
L 198.8, 97.8, 62.7, 195.6, 97.2, 59.2, 102, 255, 102
L 193.4, 119.9, 10.4, 198.4, 91.5, 10.4, 178, 102, 255
L 18.0, 72.1, 27.6, 17.6, 74.6, 27.6, 205, 133, 63
L 17.6, 74.6, 27.6, 15.4, 74.2, 27.6, 205, 133, 63
L 15.0, 76.7, 27.6, 17.2, 77.1, 27.6, 204, 0, 204
L 46.8, 77.7, 11.9, 41.6, 107.2, 11.9, 178, 102, 255
L 198.1, 120.4, 66.3, 199.6, 111.9, 66.3, 150, 150, 150
L 189.1, 121.8, 10.4, 196.2, 123.1, 10.4, 178, 102, 255
L 106.8, 72.3, 10.4, 107.5, 68.4, 10.4, 178, 102, 255
L 198.6, 109.5, 10.4, 196.2, 123.1, 10.4, 178, 102, 255
L 184.9, 67.7, 10.4, 182.3, 82.1, 10.4, 178, 102, 255
L 18.0, 72.1, 27.6, 15.8, 71.7, 27.6, 205, 133, 63
L 191.7, 119.3, 59.2, 194.9, 119.8, 62.7, 102, 255, 102
L 174.0, 129.5, 56.6, 175.9, 118.3, 56.6, 150, 150, 150
L 0.8, 83.0, -5.1, 13.3, 92.7, -5.1, 102, 0, 204
L 194.9, 119.8, 62.7, 196.4, 111.3, 62.7, 150, 150, 150
L 152.6, 109.6, -5.1, 150.9, 129.7, -5.1, 102, 0, 204
L 106.8, 72.3, 10.4, 181.8, 84.9, 10.4, 178, 102, 255
L 196.4, 111.3, 62.7, 193.2, 110.8, 59.2, 102, 255, 102
L 64.7, 50.4, 11.9, 55.9, 100.4, 11.9, 178, 102, 255
L 182.7, 86.6, 41.8, 182.3, 89.1, 41.8, 205, 133, 63
L 177.7, 114.9, 41.8, 176.6, 114.7, 41.8, 205, 133, 63
L 174.0, 129.5, 56.6, 173.2, 133.8, 56.6, 0, 204, 0
L 55.9, 100.4, 11.9, 58.8, 100.9, 11.9, 178, 102, 255
L 203.0, 110.2, 10.4, 204.4, 102.2, 10.4, 178, 102, 255
L 183.5, 89.3, 41.8, 182.3, 89.1, 41.8, 205, 133, 63
L 34.5, 62.8, 11.9, 36.5, 51.5, 11.9, 178, 102, 255
L 178.6, 110.0, 41.8, 178.2, 112.4, 41.8, 205, 133, 63
L 180.3, 93.7, 41.8, 181.5, 93.9, 41.8, 0, 0, 0
L 13.1, 99.8, 27.6, 25.5, 105.2, 27.2, 204, 0, 204
L 27.7, 106.1, 27.1, 52.2, 115.9, 26.2, 204, 0, 204
L 184.7, 68.6, 42.3, 138.6, 57.7, 42.5, 0, 0, 0
L 68.1, 122.8, 25.6, 109.7, 132.9, 25.6, 204, 0, 204
L 48.3, 60.7, 15.5, 47.9, 62.9, 13.7, 178, 102, 255
L 124.3, 136.3, 25.6, 172.5, 142.0, 25.6, 204, 0, 204
L -22.2, 81.3, 29.8, -1.3, 90.4, 27.6, 204, 0, 204
L 111.4, 57.2, -5.1, 108.3, 57.1, -5.1, 102, 0, 204
L 56.8, 104.3, 26.1, 54.4, 103.8, 26.1, 204, 0, 204
L 183.7, 74.0, 41.8, 184.7, 68.6, 42.3, 0, 0, 0
L 5.2, 91.1, 35.0, 7.6, 91.6, 38.7, 204, 0, 204
L 181.6, 86.4, 41.8, 183.9, 86.8, 41.8, 0, 0, 0
L 7.6, 91.6, 38.7, 10.0, 92.0, 42.4, 204, 0, 204
L 199.2, 127.5, 25.6, 192.3, 126.2, 25.6, 204, 0, 204
L 172.5, 142.0, 25.6, 197.0, 140.7, 25.6, 204, 0, 204
L 55.4, 111.8, 26.1, 54.4, 117.4, 26.1, 204, 0, 204
L 28.9, 86.2, 27.2, 31.2, 86.6, 27.1, 204, 0, 204
L 54.4, 117.4, 26.1, 68.1, 122.8, 25.6, 204, 0, 204
L 197.0, 140.7, 25.6, 199.2, 127.5, 25.6, 204, 0, 204
L 192.6, 106.5, 41.8, 188.9, 105.8, 41.8, 0, 0, 0
L 2.4, 79.1, 27.6, 0.4, 90.3, 27.6, 150, 150, 150
L 90.4, 120.2, 41.8, 126.6, 128.1, 41.8, 0, 0, 0
L 12.0, 80.8, 27.6, 2.4, 79.1, 27.6, 204, 0, 204
L 2.8, 90.7, 31.3, 5.2, 91.1, 35.0, 204, 0, 204
L 193.1, 103.6, 41.8, 192.6, 106.5, 41.8, 0, 0, 0
L 5.2, 91.1, 35.0, 7.2, 79.9, 35.0, 150, 150, 150
L 181.8, 85.2, 41.8, 181.6, 86.4, 41.8, 0, 0, 0
L 138.6, 57.7, 42.5, 79.3, 49.5, 42.4, 0, 0, 0
L 189.5, 102.9, 41.8, 193.1, 103.6, 41.8, 0, 0, 0
L 173.0, 135.1, 10.4, 178.2, 105.2, 10.4, 178, 102, 255
L 10.0, 92.0, 42.4, 11.4, 92.2, 42.4, 150, 150, 150
L 31.2, 86.6, 27.1, 27.7, 106.1, 27.1, 204, 0, 204
L 175.1, 123.2, 25.6, 182.6, 80.5, 25.6, 204, 0, 204
L 181.9, 99.1, 10.4, 179.3, 98.7, 10.4, 178, 102, 255
L 35.5, 45.6, 27.2, 23.0, 46.5, 27.6, 204, 0, 204
L 2.4, 79.1, 27.6, 4.8, 79.5, 31.3, 204, 0, 204
L 7.6, 91.6, 38.7, 9.6, 80.4, 38.7, 150, 150, 150
L 37.5, 45.4, 25.6, 35.5, 45.6, 27.2, 204, 0, 204
L 149.8, 63.0, -5.1, 146.5, 81.6, -5.1, 102, 0, 204
L 5.4, 51.5, 27.6, -17.2, 53.3, 29.6, 204, 0, 204
L 25.5, 105.2, 27.2, 28.9, 86.2, 27.2, 204, 0, 204
L 179.3, 112.7, 41.8, 178.9, 115.1, 41.8, 205, 133, 63
L 203.1, 122.3, 25.6, 200.1, 140.5, 25.6, 204, 0, 204
L -31.0, 76.4, 32.3, -22.2, 81.3, 29.8, 204, 0, 204
L 119.7, 94.7, 25.6, 112.9, 133.7, 25.6, 204, 0, 204
L 112.9, 133.7, 25.6, 124.3, 136.3, 25.6, 204, 0, 204
L 116.6, 94.2, 25.6, 119.7, 94.7, 25.6, 204, 0, 204
L 192.3, 126.2, 25.6, 193.2, 120.6, 25.6, 204, 0, 204
L 7.7, 63.1, 31.3, 10.1, 63.5, 35.0, 204, 0, 204
L 109.7, 132.9, 25.6, 116.6, 94.2, 25.6, 204, 0, 204
L 67.5, 115.6, 41.8, 90.4, 120.2, 41.8, 0, 0, 0
L 58.2, 82.3, 26.2, 32.8, 77.6, 27.1, 204, 0, 204
L 53.0, 111.3, 26.1, 55.4, 111.8, 26.1, 204, 0, 204
L 193.2, 120.6, 25.6, 203.1, 122.3, 25.6, 204, 0, 204
L 200.1, 140.5, 25.6, 225.3, 139.1, 25.6, 204, 0, 204
L 52.2, 115.9, 26.2, 53.0, 111.3, 26.2, 204, 0, 204
L 54.4, 103.8, 26.2, 58.2, 82.3, 26.2, 204, 0, 204
L 9.6, 51.9, 31.3, 7.7, 63.1, 31.3, 150, 150, 150
L 64.8, 44.9, 26.2, 37.5, 45.4, 25.6, 204, 0, 204
L 205.0, 107.8, 55.6, 203.6, 107.6, 55.6, 205, 133, 63
L 207.1, 87.3, 6.5, 206.9, 88.5, 4.6, 102, 0, 204
L 216.6, 89.0, 6.5, 216.4, 90.2, 4.6, 102, 0, 204
L 207.1, 87.3, 6.5, 216.6, 89.0, 6.5, 150, 150, 150
L 207.3, 86.1, 8.4, 207.1, 87.3, 6.5, 102, 0, 204
L 183.0, 91.7, 41.8, 181.9, 91.5, 41.8, 205, 133, 63
L 38.2, 76.2, 11.9, 46.8, 77.7, 11.9, 178, 102, 255
L 177.7, 114.9, 41.8, 177.3, 117.3, 41.8, 205, 133, 63
L 184.5, 69.7, 56.6, 241.5, 79.8, 56.6, 0, 204, 0
L 34.9, 60.6, 13.7, 34.5, 62.8, 11.9, 178, 102, 255
L 44.1, 79.6, 11.9, 37.8, 78.5, 11.9, 178, 102, 255
L 47.9, 62.9, 13.7, 47.5, 65.1, 11.9, 178, 102, 255
L 34.9, 60.6, 13.7, 47.9, 62.9, 13.7, 150, 150, 150
L 34.5, 62.8, 11.9, 47.5, 65.1, 11.9, 150, 150, 150
L 75.2, 53.8, -5.1, 56.3, 53.5, -5.1, 102, 0, 204
L 7.2, 51.4, 27.6, 9.6, 51.9, 31.3, 204, 0, 204
L 215.3, 81.7, 10.4, 187.3, 68.8, 10.4, 178, 102, 255
L 32.4, 75.2, 11.9, 32.0, 77.4, 11.9, 178, 102, 255
L 47.5, 65.1, 11.9, 50.3, 49.0, 11.9, 178, 102, 255
L 207.3, 86.1, 8.4, 216.8, 87.8, 8.4, 150, 150, 150
L 205.5, 105.0, 55.6, 204.1, 104.8, 55.6, 205, 133, 63
L 184.5, 69.7, 56.6, 183.7, 74.0, 56.6, 0, 204, 0
L 126.5, 129.0, 10.4, 173.0, 135.1, 10.4, 178, 102, 255
L 23.0, 46.5, 27.6, 18.5, 69.6, 27.6, 204, 0, 204
L 233.6, 132.2, 55.6, 230.2, 143.9, 56.6, 0, 204, 0
L 35.6, 56.3, 17.2, 35.2, 58.5, 15.4, 178, 102, 255
L 35.2, 58.5, 15.4, 48.3, 60.7, 15.5, 150, 150, 150
L 37.8, 78.5, 11.9, 38.2, 76.2, 11.9, 178, 102, 255
L 194.6, 90.8, 10.4, 195.1, 88.1, 10.4, 178, 102, 255
L 206.2, 92.2, -1.3, 206.0, 93.4, -3.2, 102, 0, 204
L 215.7, 93.9, -1.3, 215.5, 95.1, -3.2, 102, 0, 204
L 12.8, 76.3, 27.6, 15.0, 76.7, 27.6, 204, 0, 204
L 202.8, 112.5, 69.9, 199.6, 111.9, 66.3, 102, 255, 102
L 173.2, 133.8, 56.6, 230.2, 143.9, 56.6, 0, 204, 0
L 30.2, 50.7, 11.9, 26.0, 74.1, 11.9, 178, 102, 255
L 58.8, 100.9, 11.9, 67.4, 51.9, 11.9, 178, 102, 255
L 174.1, 72.3, 41.8, 183.7, 74.0, 41.8, 0, 0, 0
L 198.3, 99.9, -5.1, 194.8, 99.2, -5.1, 102, 0, 204
L 14.9, 64.3, 42.4, 16.3, 64.6, 42.4, 150, 150, 150
L 216.8, 87.8, 8.4, 216.6, 89.0, 6.5, 102, 0, 204
L 179.3, 112.7, 41.8, 178.2, 112.4, 41.8, 205, 133, 63
L 194.8, 99.2, -5.1, 198.4, 79.1, -5.1, 102, 0, 204
L 16.9, 53.1, 42.4, 14.9, 64.3, 42.4, 150, 150, 150
L 204.6, 101.9, 55.6, 204.1, 104.8, 55.6, 205, 133, 63
L 93.0, 118.8, -5.1, 106.5, 122.1, -5.1, 102, 0, 204
L 34.8, 51.2, 11.9, 36.5, 51.5, 11.9, 178, 102, 255
L 26.0, 74.1, 11.9, 32.4, 75.2, 11.9, 178, 102, 255
L 5.3, 62.6, 27.6, 7.7, 63.1, 31.3, 204, 0, 204
L 178.9, 115.1, 41.8, 177.7, 114.9, 41.8, 205, 133, 63
L 178.6, 110.0, 41.8, 177.5, 109.8, 41.8, 0, 0, 0
L 205.5, 105.0, 55.6, 205.0, 107.8, 55.6, 205, 133, 63
L 181.8, 85.2, 56.6, 175.9, 118.3, 56.6, 150, 150, 150
L 177.3, 117.3, 41.8, 178.5, 117.5, 41.8, 0, 0, 0
L 70.5, 112.3, -5.1, 76.8, 115.0, -5.1, 102, 0, 204
L 211.3, 109.8, 41.8, 199.1, 107.6, 41.8, 0, 0, 0
L 159.4, 65.3, -5.1, 149.8, 63.0, -5.1, 102, 0, 204
L 202.0, 98.3, 66.3, 203.5, 89.8, 66.3, 150, 150, 150
L 195.6, 97.2, 59.2, 192.4, 96.7, 55.6, 102, 255, 102
L 166.7, 128.2, 45.5, 168.7, 117.0, 45.5, 150, 150, 150
L 178.5, 117.5, 41.8, 176.5, 128.6, 41.8, 0, 0, 0
L 207.5, 84.9, 10.4, 207.3, 86.1, 8.4, 102, 0, 204
L 217.0, 86.5, 10.4, 216.8, 87.8, 8.4, 102, 0, 204
L 207.5, 84.9, 10.4, 217.0, 86.5, 10.4, 150, 150, 150
L 203.5, 89.8, 66.3, 206.7, 90.4, 69.9, 102, 255, 102
L 197.1, 88.7, 59.2, 200.3, 89.3, 62.7, 102, 255, 102
L 139.6, 50.6, 25.6, 127.7, 49.3, 25.6, 204, 0, 204
L 199.6, 104.7, 41.8, 213.8, 107.2, 42.0, 0, 0, 0
L 202.1, 89.3, 10.4, 195.1, 88.1, 10.4, 178, 102, 255
L 217.0, 86.5, 10.4, 217.2, 85.5, 10.4, 178, 102, 255
L 18.5, 69.6, 27.6, 14.1, 68.8, 27.6, 204, 0, 204
L 195.6, 97.2, 59.2, 197.1, 88.7, 59.2, 150, 150, 150
L 202.8, 104.5, 55.6, 202.3, 107.4, 55.6, 205, 133, 63
L 49.4, 54.2, 20.8, 49.0, 56.4, 19.0, 178, 102, 255
L 36.4, 52.0, 20.8, 49.4, 54.2, 20.8, 150, 150, 150
L 199.8, 83.6, 25.6, 206.7, 84.8, 25.6, 204, 0, 204
L 206.7, 84.8, 25.6, 209.2, 71.4, 25.6, 204, 0, 204
L 204.4, 102.2, 10.4, 207.5, 84.9, 10.4, 178, 102, 255
L 207.5, 131.6, 41.8, 211.3, 109.8, 41.8, 0, 0, 0
L 209.2, 71.4, 25.6, 186.8, 61.9, 25.6, 204, 0, 204
L 202.0, 98.3, 66.3, 198.8, 97.8, 62.7, 102, 255, 102
L 169.1, 128.7, 49.2, 171.1, 117.5, 49.2, 150, 150, 150
L 213.8, 107.2, 41.9, 209.5, 131.8, 41.8, 0, 0, 0
L 115.8, 55.1, 10.6, 146.5, 60.4, 10.4, 178, 102, 255
L 14.1, 68.8, 27.6, 14.9, 64.3, 27.6, 204, 0, 204
L 16.9, 53.1, 27.6, 7.2, 51.4, 27.6, 204, 0, 204
L 164.3, 127.8, 41.8, 174.0, 129.5, 41.8, 0, 0, 0
L 199.1, 107.6, 41.8, 199.6, 104.7, 41.8, 0, 0, 0
L 78.6, 118.4, 10.8, 102.9, 123.8, 10.6, 178, 102, 255
L 25.3, 55.6, -5.1, 45.9, 53.4, -5.1, 102, 0, 204
L 150.9, 129.7, -5.1, 189.4, 129.7, -5.1, 102, 0, 204
L 203.6, 107.6, 55.6, 202.3, 107.4, 55.6, 205, 133, 63
L -18.2, 77.3, -5.1, 0.8, 83.0, -5.1, 102, 0, 204
L 84.3, 54.0, -5.1, 75.2, 53.8, -5.1, 102, 0, 204
L 205.2, 98.9, 69.9, 202.0, 98.3, 66.3, 102, 255, 102
L 203.6, 107.6, 55.6, 203.1, 110.4, 55.6, 205, 133, 63
L 94.4, 52.4, 10.8, 115.8, 55.1, 10.6, 178, 102, 255
L 102.9, 123.8, 10.6, 126.5, 129.0, 10.4, 178, 102, 255
L 181.7, 129.5, 41.8, 207.5, 131.6, 41.8, 0, 0, 0
L 176.5, 128.6, 41.8, 181.7, 129.5, 41.8, 0, 0, 0
L 173.5, 117.9, 52.9, 175.9, 118.3, 56.6, 0, 204, 0
L 186.8, 61.9, 25.6, 139.6, 50.6, 25.6, 204, 0, 204
L 171.1, 117.5, 49.2, 173.5, 117.9, 52.9, 0, 204, 0
L 189.5, 100.1, 41.8, 189.5, 102.9, 41.8, 0, 0, 0
L 6.5, 56.2, -5.1, 25.3, 55.6, -5.1, 102, 0, 204
L 185.8, 75.8, 41.8, 183.9, 86.8, 41.8, 0, 0, 0
L 81.1, 44.0, 25.6, 67.2, 44.6, 26.1, 204, 0, 204
L 76.8, 115.0, -5.1, 93.0, 118.8, -5.1, 102, 0, 204
L 182.6, 94.1, 41.8, 182.2, 96.6, 41.8, 0, 0, 0
L 187.7, 97.5, 41.8, 189.5, 100.1, 41.8, 0, 0, 0
L 32.8, 77.6, 27.1, 32.3, 80.4, 27.1, 204, 0, 204
L 180.2, 107.8, 41.8, 179.8, 110.2, 41.8, 0, 0, 0
L 188.3, 107.0, 41.8, 185.7, 108.7, 41.8, 0, 0, 0
L 108.3, 57.1, -5.1, 84.3, 54.0, -5.1, 102, 0, 204
L 30.0, 80.0, 27.2, 30.9, 75.0, 27.2, 204, 0, 204
L 188.9, 105.8, 41.8, 188.3, 107.0, 41.8, 0, 0, 0
L 32.3, 80.4, 27.1, 30.0, 80.0, 27.2, 204, 0, 204
L 30.9, 75.0, 27.2, 58.6, 79.8, 26.4, 204, 0, 204
L 185.7, 108.7, 41.8, 180.2, 107.8, 41.8, 0, 0, 0
L 179.8, 110.2, 41.8, 178.6, 110.0, 41.8, 0, 0, 0
L 58.6, 79.8, 26.2, 64.8, 44.9, 26.2, 204, 0, 204
L 15.8, 71.7, 27.6, 13.7, 71.3, 27.6, 205, 133, 63
L 182.3, 89.1, 41.8, 181.2, 88.9, 41.8, 205, 133, 63
L 90.8, 118.4, 49.9, 90.5, 118.4, 49.9, 127, 64, 0
L 204.1, 104.8, 55.6, 202.8, 104.5, 55.6, 205, 133, 63
L 178.2, 112.4, 41.8, 177.0, 112.2, 41.8, 205, 133, 63
L 31.3, 104.1, 42.4, 67.5, 115.6, 41.8, 0, 0, 0
L 126.6, 128.1, 41.8, 141.7, 130.3, 41.8, 0, 0, 0
L 180.3, 93.7, 41.8, 177.5, 109.8, 41.8, 0, 0, 0
L -61.2, 59.4, 39.9, -31.0, 76.4, 32.3, 204, 0, 204
