P 100.0000, 900.0000, 0.0000,  0, 0, 0,  2,  Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 100.0000, 1100.0000, 0.0000,  0, 0, 0,  2,  http://www.eqmaps.info
P 100.0000, 1300.0000, 0.0000,  0, 0, 0,  2,  Return_of_the_Exiled_(www.roteguild.org)
L -435.0000, -49.0000, 101.0000, -467.0000, -49.0000, 101.0000, 0, 0, 0
L -420.0000, -45.0000, 101.0000, -423.0000, -45.0000, 101.0000, 0, 0, 0
L -467.0690, -45.0000, 101.0000, -467.0000, -49.0000, 101.0000, 0, 0, 0
L -435.0000, -45.0000, 101.0000, -462.0000, -45.0000, 101.0000, 0, 0, 0
L -435.0000, -49.0000, 101.0000, -435.0000, -45.0000, 101.0000, 0, 0, 0
L -423.0000, -49.0000, 101.0000, -423.0000, -45.0000, 101.0000, 0, 0, 0
L -462.0000, -14.0000, 101.0000, -462.0000, -45.0000, 101.0000, 0, 0, 0
L -467.0000, -49.0000, 101.0000, -467.0000, -45.0000, 101.0000, 0, 0, 0
L -467.0000, -45.0000, 101.0000, -467.0000, 9.0000, 101.0000, 0, 0, 0
L -462.0000, -14.0000, 101.0000, -444.0000, -14.0000, 101.0000, 204, 51, 0
L -444.0000, -14.0000, 101.0000, -444.0000, 29.0000, 101.0000, 204, 51, 0
L -429.0000, 148.0000, 101.0000, -429.0000, 143.0000, 101.0000, 0, 0, 0
L -512.0000, 37.0000, 101.0000, -420.0000, 37.0000, 101.0000, 0, 0, 0
L -429.0000, 47.0000, 101.0000, -429.0000, 42.0000, 101.0000, 0, 0, 0
L -441.0000, 148.0000, 101.0000, -441.0000, 143.0000, 101.0000, 0, 0, 0
L -441.0000, 42.0000, 101.0000, -488.0000, 42.0000, 101.0000, 0, 0, 0
L -441.0000, 70.0000, 101.0000, -488.0000, 70.0000, 101.0000, 0, 0, 0
L -422.0000, 138.0000, 101.0000, -453.0000, 138.0000, 101.0000, 0, 0, 0
L -441.0000, 70.0000, 101.0000, -441.0000, 64.0000, 101.0000, 0, 0, 0
L -488.0000, 70.0000, 101.0000, -488.0000, 64.0000, 101.0000, 0, 0, 0
L -499.0000, 70.0000, 101.0000, -499.0000, 64.0000, 101.0000, 0, 0, 0
L -499.0000, 47.0000, 101.0000, -499.0000, 42.0000, 101.0000, 0, 0, 0
L -429.0000, 47.0000, 101.0000, -441.0000, 47.0000, 101.0000, 0, 0, 0
L -441.0000, 47.0000, 101.0000, -441.0000, 42.0000, 101.0000, 0, 0, 0
L -488.0000, 47.0000, 101.0000, -488.0000, 42.0000, 101.0000, 0, 0, 0
L -488.0000, 47.0000, 101.0000, -499.0000, 47.0000, 101.0000, 0, 0, 0
L -429.0000, 64.0000, 101.0000, -441.0000, 64.0000, 101.0000, 0, 0, 0
L -488.0000, 64.0000, 101.0000, -499.0000, 64.0000, 101.0000, 0, 0, 0
L -429.0000, 42.0000, 101.0000, -414.0000, 42.0000, 101.0000, 0, 0, 0
L -429.0000, 70.0000, 101.0000, -429.0000, 64.0000, 101.0000, 0, 0, 0
L -429.0000, 70.0000, 101.0000, -417.0000, 70.0000, 101.0000, 0, 0, 0
L -414.0000, -49.0000, 101.0000, -414.0000, 42.0000, 101.0000, 0, 0, 0
L -517.0000, 42.0000, 101.0000, -517.0000, -29.0000, 101.0000, 0, 0, 0
L -485.0000, -29.0000, 101.0000, -517.0000, -29.0000, 101.0000, 0, 0, 0
L -490.0000, -25.0000, 101.0000, -512.0000, -25.0000, 101.0000, 0, 0, 0
L -512.0000, 37.0000, 101.0000, -512.0000, -25.0000, 101.0000, 0, 0, 0
L -490.0000, -25.0000, 101.0000, -490.0000, 9.0000, 101.0000, 0, 0, 0
L -462.0000, -14.0000, 101.0000, -462.0000, 9.0000, 101.0000, 0, 0, 0
L -490.0000, 29.0000, 101.0000, -444.0000, 29.0000, 101.0000, 204, 51, 0
L -485.0000, 9.0000, 101.0000, -467.0000, 9.0000, 101.0000, 0, 0, 0
L -467.0000, 9.0000, 101.0000, -462.0000, 9.0000, 101.0000, 0, 0, 0
L -485.0000, -29.0000, 101.0000, -485.0000, 9.0000, 101.0000, 0, 0, 0
L -490.0000, 9.0000, 101.0000, -490.0000, 29.0000, 101.0000, 204, 51, 0
L -485.0000, 9.0000, 101.0000, -490.0000, 9.0000, 101.0000, 0, 0, 0
L -525.0000, -274.0000, 101.0000, -525.0000, -191.0000, 101.0000, 0, 0, 0
L -530.0000, -187.0000, 101.0000, -530.0000, -279.0000, 101.0000, 0, 0, 0
L -521.0000, -279.0000, 101.0000, -530.0000, -279.0000, 101.0000, 0, 0, 0
L -533.0000, -162.0000, 101.0000, -533.0000, -70.0000, 101.0000, 0, 0, 0
L -511.7335, -70.0000, 101.0000, -220.0000, -71.0000, 101.0000, 0, 0, 0
L -511.7335, -70.0000, 101.0000, -532.0000, -70.0000, 101.0000, 0, 0, 0
L -532.0000, -70.0000, 101.0000, -533.0000, -70.0000, 101.0000, 0, 0, 0
L -503.0000, -279.0000, 101.0000, -457.0000, -279.0000, 101.0000, 0, 0, 0
L -503.0000, -274.0000, 101.0000, -462.0000, -274.0000, 101.0000, 0, 0, 0
L -503.0000, -279.0000, 101.0000, -503.0000, -274.0000, 101.0000, 0, 0, 0
L -462.0000, -274.0000, 101.0000, -462.0000, -191.0000, 101.0000, 0, 0, 0
L -525.0000, -191.0000, 101.0000, -462.0000, -191.0000, 101.0000, 0, 0, 0
L -530.0000, -187.0000, 101.0000, -457.0435, -187.0000, 101.0000, 0, 0, 0
L -457.0435, -187.0000, 101.0000, -457.0000, -187.0000, 101.0000, 0, 0, 0
L -457.0435, -187.0000, 101.0000, -457.0000, -279.0000, 101.0000, 0, 0, 0
L -356.0000, -612.0000, 101.0000, -263.0000, -612.0000, 101.0000, 0, 0, 0
L -258.0556, -612.0000, 101.0000, -258.0000, -616.0000, 101.0000, 0, 0, 0
L -258.0556, -612.0000, 101.0000, -258.0000, -612.0000, 101.0000, 0, 0, 0
L -263.0000, -549.0000, 101.0000, -263.0000, -612.0000, 101.0000, 0, 0, 0
L -258.0000, -616.0000, 101.0000, -258.0000, -612.0000, 101.0000, 0, 0, 0
L -258.0000, -612.0000, 101.0000, -258.0000, -544.0000, 101.0000, 0, 0, 0
L -258.0000, -544.0000, 101.0000, -297.0000, -544.0000, 101.0000, 0, 0, 0
L -345.0000, -544.0000, 101.0000, -351.9252, -544.0000, 101.0000, 204, 51, 0
L -297.0000, -589.0000, 101.0000, -297.0000, -584.0000, 101.0000, 0, 0, 0
L -297.0000, -556.0000, 101.0000, -297.0000, -544.0000, 101.0000, 0, 0, 0
L -287.0000, -589.0000, 101.0000, -287.0000, -549.0000, 101.0000, 0, 0, 0
L -263.0000, -549.0000, 101.0000, -287.0000, -549.0000, 101.0000, 0, 0, 0
L -291.0000, -584.0000, 101.0000, -291.0000, -556.0000, 101.0000, 0, 0, 0
L -287.0000, -589.0000, 101.0000, -297.0000, -589.0000, 101.0000, 0, 0, 0
L -291.0000, -556.0000, 101.0000, -297.0000, -556.0000, 101.0000, 0, 0, 0
L -314.0000, -556.0000, 101.0000, -318.0000, -556.0000, 101.0000, 0, 0, 0
L -291.0000, -584.0000, 101.0000, -297.0000, -584.0000, 101.0000, 0, 0, 0
L -311.0000, -589.0000, 101.0000, -311.0000, -584.0000, 101.0000, 0, 0, 0
L -311.0000, -584.0000, 101.0000, -318.0000, -584.0000, 101.0000, 0, 0, 0
L -345.0000, -544.0000, 101.0000, -345.0000, -589.0000, 101.0000, 204, 51, 0
L -356.0000, -612.0000, 101.0000, -356.0000, -589.0000, 101.0000, 0, 0, 0
L -356.0000, -544.0000, 101.0000, -356.0000, -529.0000, 101.0000, 0, 0, 0
L -351.9252, -544.0000, 101.0000, -352.0000, -544.0000, 101.0000, 204, 51, 0
L -351.9252, -544.0000, 101.0000, -356.0000, -544.0000, 101.0000, 204, 51, 0
L -318.0000, -584.0000, 101.0000, -318.0000, -556.0000, 101.0000, 0, 0, 0
L -318.0000, -544.0000, 101.0000, -318.0000, -525.0000, 101.0000, 0, 0, 0
L -361.0000, -525.0000, 101.0000, -318.0000, -525.0000, 101.0000, 0, 0, 0
L -314.0000, -556.0000, 101.0000, -314.0000, -544.0000, 101.0000, 0, 0, 0
L -314.0000, -544.0000, 101.0000, -318.0000, -544.0000, 101.0000, 0, 0, 0
L -311.0000, -589.0000, 101.0000, -322.0000, -589.0000, 101.0000, 0, 0, 0
L -322.0000, -589.0000, 101.0000, -322.0000, -529.0000, 101.0000, 0, 0, 0
L -345.0000, -589.0000, 101.0000, -356.0000, -589.0000, 101.0000, 204, 51, 0
L -361.0000, -589.0000, 101.0000, -366.0000, -589.0000, 101.0000, 0, 0, 0
L -382.0000, -589.0000, 101.0000, -388.0000, -589.0000, 101.0000, 0, 0, 0
L -382.0000, -589.0000, 101.0000, -382.0000, -577.0000, 101.0000, 0, 0, 0
L -382.0000, -539.0000, 101.0000, -382.0000, -528.0000, 101.0000, 0, 0, 0
L -361.0000, -577.0000, 101.0000, -366.0000, -577.0000, 101.0000, 0, 0, 0
L -382.0000, -577.0000, 101.0000, -388.0000, -577.0000, 101.0000, 0, 0, 0
L -366.0000, -589.0000, 101.0000, -366.0000, -577.0000, 101.0000, 0, 0, 0
L -382.0000, -539.0000, 101.0000, -388.0000, -539.0000, 101.0000, 0, 0, 0
L -361.0000, -528.0000, 101.0000, -366.0000, -528.0000, 101.0000, 0, 0, 0
L -382.0000, -528.0000, 101.0000, -388.0000, -528.0000, 101.0000, 0, 0, 0
L -431.0000, -524.0000, 101.0000, -388.0000, -524.0000, 101.0000, 0, 0, 0
L -394.0000, -592.0000, 101.0000, -394.0000, -529.0000, 101.0000, 0, 0, 0
L -481.0000, -597.0000, 101.0000, -388.0000, -597.0000, 101.0000, 0, 0, 0
L -388.0000, -589.0000, 101.0000, -388.0000, -597.0000, 101.0000, 0, 0, 0
L -388.0000, -577.0000, 101.0000, -388.0000, -539.0000, 101.0000, 0, 0, 0
L -366.0000, -539.0000, 101.0000, -366.0000, -528.0000, 101.0000, 0, 0, 0
L -361.0000, -539.0000, 101.0000, -366.0000, -539.0000, 101.0000, 0, 0, 0
L -356.0000, -589.0000, 101.0000, -356.0000, -544.0000, 101.0000, 0, 0, 0
L -390.0000, -163.0000, 101.0000, -390.0000, -290.0000, 101.0000, 0, 0, 0
L 2.0000, 56.0000, 101.0000, -38.0000, 40.0000, 101.0000, 0, 0, 0
L -44.0000, -274.0000, 101.0000, -44.0000, -357.0000, 101.0000, 0, 0, 0
L 198.0000, -417.0000, 101.0000, 198.0000, -530.0000, 101.0000, 0, 0, 0
L 163.0000, -375.0000, 101.0000, 263.0000, -375.0000, 101.0000, 0, 0, 0
L 263.0000, -272.0000, 101.0000, 263.0000, -375.0000, 101.0000, 0, 0, 0
L 258.0000, -370.0000, 101.0000, 258.0000, -355.0000, 101.0000, 0, 0, 0
L 258.0000, -355.0000, 101.0000, 258.0000, -277.0000, 101.0000, 0, 0, 0
L 258.0000, -355.0000, 101.0000, 237.0000, -355.0000, 101.0000, 204, 51, 0
L 237.0000, -298.0000, 101.0000, 237.0000, -355.0000, 101.0000, 204, 51, 0
L 237.0000, -298.0000, 101.0000, 190.0000, -298.0000, 101.0000, 204, 51, 0
L 190.0000, -298.0000, 101.0000, 190.0000, -277.0000, 101.0000, 204, 51, 0
L 190.0000, -277.0000, 101.0000, 258.0000, -277.0000, 101.0000, 0, 0, 0
L -519.0000, -440.0000, 101.0000, -519.0000, -439.0000, 101.0000, 0, 0, 0
L -519.0000, -439.0000, 101.0000, -500.0000, -439.0000, 101.0000, 0, 0, 0
L -500.0000, -439.0000, 101.0000, -456.0000, -439.0000, 101.0000, 0, 0, 0
L -456.0000, -522.0000, 101.0000, -456.0000, -472.0000, 101.0000, 0, 0, 0
L -524.0000, -435.0000, 101.0000, -451.0000, -435.0000, 101.0000, 0, 0, 0
L -471.0000, -472.0000, 101.0000, -456.0000, -472.0000, 101.0000, 204, 51, 0
L -451.0000, -435.0000, 101.0000, -451.0000, -528.0000, 101.0000, 0, 0, 0
L -456.0000, -472.0000, 101.0000, -456.0000, -439.0000, 101.0000, 0, 0, 0
L -471.0000, -453.0000, 101.0000, -500.0000, -453.0000, 101.0000, 204, 51, 0
L -475.8333, -528.0000, 101.0000, -500.0000, -528.0000, 101.0000, 0, 0, 0
L -524.0000, -435.0000, 101.0000, -524.0000, -528.0000, 101.0000, 0, 0, 0
L -519.0000, -440.0000, 101.0000, -519.0000, -522.0000, 101.0000, 0, 0, 0
L -514.0000, -528.0000, 101.0000, -524.0000, -528.0000, 101.0000, 0, 0, 0
L -519.0000, -522.0000, 101.0000, -514.0000, -522.0000, 101.0000, 0, 0, 0
L -500.0000, -439.0000, 101.0000, -500.0000, -453.0000, 101.0000, 204, 51, 0
L -500.0000, -522.0000, 101.0000, -456.0000, -522.0000, 101.0000, 0, 0, 0
L -500.0000, -522.0000, 101.0000, -500.0000, -528.0000, 101.0000, 0, 0, 0
L -514.0000, -522.0000, 101.0000, -514.0000, -528.0000, 101.0000, 0, 0, 0
L -464.2857, -528.0000, 101.0000, -451.0000, -528.0000, 101.0000, 0, 0, 0
L -464.2857, -528.0000, 101.0000, -464.0000, -534.0000, 101.0000, 0, 0, 0
L -475.9480, -559.0000, 101.0000, -426.0000, -559.0000, 101.0000, 0, 0, 0
L -464.2857, -549.0000, 101.0000, -464.0000, -554.0000, 101.0000, 0, 0, 0
L -476.0000, -573.0000, 101.0000, -476.0000, -566.0000, 101.0000, 0, 0, 0
L -475.8333, -528.0000, 101.0000, -476.0000, -534.0000, 101.0000, 0, 0, 0
L -475.9147, -550.0000, 101.0000, -476.0000, -550.0000, 101.0000, 0, 0, 0
L -475.9480, -559.0000, 101.0000, -476.0000, -566.0000, 101.0000, 0, 0, 0
L -475.9147, -550.0000, 101.0000, -476.0000, -555.0000, 101.0000, 0, 0, 0
L -475.9110, -549.0000, 101.0000, -476.0000, -550.0000, 101.0000, 0, 0, 0
L -475.9110, -549.0000, 101.0000, -464.0000, -549.0000, 101.0000, 0, 0, 0
L -431.0000, -549.0000, 101.0000, -426.0000, -549.0000, 101.0000, 0, 0, 0
L -464.2857, -534.0000, 101.0000, -476.0000, -534.0000, 101.0000, 0, 0, 0
L -481.0000, -597.0000, 101.0000, -481.0000, -566.0000, 101.0000, 0, 0, 0
L -487.0000, -566.0000, 101.0000, -481.0000, -566.0000, 101.0000, 0, 0, 0
L -476.0000, -566.0000, 101.0000, -476.0000, -559.0000, 101.0000, 0, 0, 0
L -475.9739, -566.0000, 101.0000, -476.0000, -573.0000, 101.0000, 0, 0, 0
L -487.0000, -555.0000, 101.0000, -476.0000, -555.0000, 101.0000, 0, 0, 0
L -426.0000, -529.0000, 101.0000, -426.0000, -534.0000, 101.0000, 0, 0, 0
L -426.0000, -534.0000, 101.0000, -431.0000, -534.0000, 101.0000, 0, 0, 0
L -426.0000, -549.0000, 101.0000, -426.0000, -559.0000, 101.0000, 0, 0, 0
L -431.0000, -524.0000, 101.0000, -431.0000, -534.0000, 101.0000, 0, 0, 0
L -431.0000, -549.0000, 101.0000, -431.0000, -554.0000, 101.0000, 0, 0, 0
L -464.2857, -554.0000, 101.0000, -431.0000, -554.0000, 101.0000, 0, 0, 0
L -388.0000, -528.0000, 101.0000, -388.0000, -524.0000, 101.0000, 0, 0, 0
L -431.0000, -422.0000, 101.0000, -552.0000, -423.0000, 101.0000, 0, 0, 0
L -431.0000, -422.0000, 101.0000, -431.0000, -383.0000, 101.0000, 0, 0, 0
L -435.0000, -418.0000, 101.0000, -435.0000, -377.0000, 101.0000, 0, 0, 0
L -390.0000, -478.0000, 101.0000, -390.0000, -377.0000, 101.0000, 0, 0, 0
L -403.0000, -377.0000, 101.0000, -390.0000, -377.0000, 101.0000, 0, 0, 0
L -393.0000, -383.0000, 101.0000, -403.0000, -383.0000, 101.0000, 0, 0, 0
L -420.0000, -383.0000, 101.0000, -431.0000, -383.0000, 101.0000, 0, 0, 0
L -420.0000, -383.0000, 101.0000, -420.0000, -377.0000, 101.0000, 0, 0, 0
L -403.0000, -383.0000, 101.0000, -403.0000, -377.0000, 101.0000, 0, 0, 0
L -420.0000, -377.0000, 101.0000, -435.0000, -377.0000, 101.0000, 0, 0, 0
L -289.0000, -481.0000, 101.0000, -393.0000, -481.0000, 101.0000, 0, 0, 0
L -393.0000, -481.0000, 101.0000, -393.0000, -383.0000, 101.0000, 0, 0, 0
L -390.0000, -478.0000, 101.0000, -373.0000, -478.0000, 101.0000, 0, 0, 0
L -373.0000, -478.0000, 101.0000, -295.0000, -478.0000, 101.0000, 0, 0, 0
L -295.0000, -295.0000, 101.0000, -295.0000, -410.0000, 101.0000, 0, 0, 0
L -373.0000, -478.0000, 101.0000, -373.0000, -457.0000, 101.0000, 204, 51, 0
L -316.0000, -457.0000, 101.0000, -373.0000, -457.0000, 101.0000, 204, 51, 0
L -316.0000, -457.0000, 101.0000, -316.0000, -410.0000, 101.0000, 204, 51, 0
L -295.0000, -410.0000, 101.0000, -295.0000, -478.0000, 101.0000, 0, 0, 0
L -295.0000, -410.0000, 101.0000, -316.0000, -410.0000, 101.0000, 204, 51, 0
L -220.0000, -242.0000, 101.0000, -242.0000, -242.0000, 101.0000, 0, 0, 0
L -225.0000, -238.0000, 101.0000, -242.0000, -238.0000, 101.0000, 0, 0, 0
L -261.0000, -238.0000, 101.0000, -278.0000, -238.0000, 101.0000, 0, 0, 0
L -261.0000, -238.0000, 101.0000, -261.0000, -242.0000, 101.0000, 0, 0, 0
L -242.0000, -238.0000, 101.0000, -242.0000, -242.0000, 101.0000, 0, 0, 0
L -283.0000, -163.0000, 101.0000, -283.0000, -242.0000, 101.0000, 0, 0, 0
L -261.0000, -242.0000, 101.0000, -283.0000, -242.0000, 101.0000, 0, 0, 0
L -468.0000, -295.0000, 101.0000, -438.0000, -295.0000, 101.0000, 0, 0, 0
L -438.0000, -171.0000, 101.0000, -438.0000, -278.0000, 101.0000, 0, 0, 0
L -438.0000, -289.0000, 101.0000, -438.0000, -295.0000, 101.0000, 0, 0, 0
L -442.5320, -159.0000, 101.0000, -438.0000, -159.0000, 101.0000, 0, 0, 0
L -442.5320, -159.0000, 101.0000, -430.0000, -159.0000, 101.0000, 0, 0, 0
L -395.0000, -278.0000, 101.0000, -395.0000, -171.0000, 101.0000, 0, 0, 0
L -395.0000, -289.0000, 101.0000, -395.0000, -295.0000, 101.0000, 0, 0, 0
L -385.8818, -295.0000, 101.0000, -295.0000, -295.0000, 101.0000, 0, 0, 0
L -385.8818, -295.0000, 101.0000, -395.0000, -295.0000, 101.0000, 0, 0, 0
L -395.0000, -289.0000, 101.0000, -404.0000, -289.0000, 101.0000, 0, 0, 0
L -430.0000, -159.0000, 101.0000, -430.0000, -171.0000, 101.0000, 0, 0, 0
L -430.0000, -289.0000, 101.0000, -438.0000, -289.0000, 101.0000, 0, 0, 0
L -430.0000, -278.0000, 101.0000, -430.0000, -289.0000, 101.0000, 0, 0, 0
L -404.0000, -278.0000, 101.0000, -404.0000, -289.0000, 101.0000, 0, 0, 0
L -395.0000, -171.0000, 101.0000, -404.0000, -171.0000, 101.0000, 0, 0, 0
L -430.0000, -171.0000, 101.0000, -438.0000, -171.0000, 101.0000, 0, 0, 0
L -404.0000, -171.0000, 101.0000, -404.0000, -158.0000, 101.0000, 0, 0, 0
L -385.8818, -158.0000, 101.0000, -386.0000, -158.0000, 101.0000, 0, 0, 0
L -385.8818, -158.0000, 101.0000, -404.0000, -158.0000, 101.0000, 0, 0, 0
L -303.0000, -170.0000, 101.0000, -303.0000, -261.0000, 101.0000, 0, 0, 0
L -390.0000, -290.0000, 101.0000, -341.0000, -290.0000, 101.0000, 0, 0, 0
L -329.0000, -290.0000, 101.0000, -289.0000, -290.0000, 101.0000, 0, 0, 0
L -289.0000, -481.0000, 101.0000, -289.0000, -290.0000, 101.0000, 0, 0, 0
L -303.0000, -170.0000, 101.0000, -376.0000, -170.0000, 101.0000, 0, 0, 0
L -376.0000, -170.0000, 101.0000, -376.0000, -212.0000, 101.0000, 0, 0, 0
L -372.0000, -207.0000, 101.0000, -342.0000, -207.0000, 101.0000, 0, 0, 0
L -342.0000, -256.0000, 101.0000, -342.0000, -207.0000, 101.0000, 0, 0, 0
L -347.0000, -261.0000, 101.0000, -341.0000, -261.0000, 101.0000, 0, 0, 0
L -342.0000, -256.0000, 101.0000, -320.2000, -256.0000, 101.0000, 0, 0, 0
L -311.0000, -261.0000, 101.0000, -311.0000, -256.0000, 101.0000, 0, 0, 0
L -309.0000, -174.0000, 101.0000, -309.0000, -256.0000, 101.0000, 0, 0, 0
L -303.1679, -261.0000, 101.0000, -311.0000, -261.0000, 101.0000, 0, 0, 0
L -311.0000, -256.0000, 101.0000, -309.0000, -256.0000, 101.0000, 0, 0, 0
L -329.0000, -262.0000, 101.0000, -329.0000, -267.0000, 101.0000, 0, 0, 0
L -341.0000, -290.0000, 101.0000, -341.0000, -285.0000, 101.0000, 0, 0, 0
L -341.0000, -267.0000, 101.0000, -341.0000, -261.0000, 101.0000, 0, 0, 0
L -329.0000, -267.0000, 101.0000, -341.0000, -267.0000, 101.0000, 0, 0, 0
L -329.0000, -285.0000, 101.0000, -341.0000, -285.0000, 101.0000, 0, 0, 0
L -329.0000, -285.0000, 101.0000, -329.0000, -290.0000, 101.0000, 0, 0, 0
L -320.2000, -256.0000, 101.0000, -320.0000, -256.0000, 101.0000, 0, 0, 0
L -320.2000, -256.0000, 101.0000, -320.0000, -262.0000, 101.0000, 0, 0, 0
L -320.2000, -262.0000, 101.0000, -329.0000, -262.0000, 101.0000, 0, 0, 0
L -309.0000, -174.0000, 101.0000, -372.0000, -174.0000, 101.0000, 0, 0, 0
L -372.0000, -207.0000, 101.0000, -372.0000, -174.0000, 101.0000, 0, 0, 0
L 325.0000, 355.0000, 101.0000, 332.0000, 340.0000, 101.0000, 0, 0, 0
L 44.0000, 96.0000, 101.0000, 46.0000, 93.0000, 101.0000, 0, 0, 0
L 408.0000, -357.0000, 101.0000, 349.0000, -415.0000, 101.0000, 0, 0, 0
L 436.0000, -471.0000, 101.0000, 395.0000, -423.0000, 101.0000, 0, 0, 0
L 489.0000, 94.0000, 101.0000, 376.0000, 94.0000, 101.0000, 0, 0, 0
L -180.0000, 376.0000, 101.0000, -176.0000, 376.0000, 101.0000, 0, 0, 0
L -235.0000, 452.0000, 101.0000, -206.0000, 452.0000, 101.0000, 0, 0, 0
L -178.0000, 429.0000, 101.0000, -178.0000, 413.0000, 101.0000, 0, 0, 0
L -375.0000, 536.0000, 101.0000, -311.0000, 589.0000, 101.0000, 0, 0, 0
L -317.0000, 467.0000, 101.0000, -311.0000, 456.0000, 101.0000, 0, 0, 0
L -331.0000, 15.0000, 101.0000, -260.0000, 75.0000, 101.0000, 0, 0, 0
L -244.0000, 109.0000, 101.0000, -202.0000, 151.0000, 101.0000, 0, 0, 0
L 108.0000, 206.0000, 101.0000, 108.0000, 224.0000, 101.0000, 0, 0, 0
L 108.0000, 241.0000, 101.0000, 108.0000, 259.0000, 101.0000, 0, 0, 0
L 104.0000, 201.0000, 101.0000, 104.0000, 224.0000, 101.0000, 0, 0, 0
L 104.0000, 241.0000, 101.0000, 104.0000, 269.0000, 101.0000, 0, 0, 0
L 104.0000, 241.0000, 101.0000, 108.0000, 241.0000, 101.0000, 0, 0, 0
L 108.0000, 224.0000, 101.0000, 104.0000, 224.0000, 101.0000, 0, 0, 0
L 104.0000, 269.0000, 101.0000, 115.0000, 269.0000, 101.0000, 0, 0, 0
L 115.0000, 292.0000, 101.0000, 115.0000, 286.0000, 101.0000, 0, 0, 0
L 115.0000, 269.0000, 101.0000, 115.0000, 264.0000, 101.0000, 0, 0, 0
L 216.0000, 337.0000, 101.0000, 216.0000, 326.0000, 101.0000, 0, 0, 0
L 240.0000, 337.0000, 101.0000, 240.0000, 326.0000, 101.0000, 0, 0, 0
L 188.0000, 337.0000, 101.0000, 216.0000, 337.0000, 101.0000, 0, 0, 0
L 240.0000, 337.0000, 101.0000, 271.0000, 337.0000, 101.0000, 0, 0, 0
L 188.0000, 326.0000, 101.0000, 216.0000, 326.0000, 101.0000, 0, 0, 0
L 240.0000, 326.0000, 101.0000, 271.0000, 326.0000, 101.0000, 0, 0, 0
L 176.0000, 365.0000, 101.0000, 176.0000, 292.0000, 101.0000, 0, 0, 0
L 176.0000, 292.0000, 101.0000, 115.0000, 292.0000, 101.0000, 0, 0, 0
L 172.0000, 360.0000, 101.0000, 172.0000, 345.0000, 101.0000, 0, 0, 0
L 172.0000, 345.0000, 101.0000, 172.0000, 297.0000, 101.0000, 0, 0, 0
L 89.0000, 297.0000, 101.0000, 129.0000, 297.0000, 101.0000, 0, 0, 0
L 129.0000, 297.0000, 101.0000, 172.0000, 297.0000, 101.0000, 0, 0, 0
L 172.0000, 345.0000, 101.0000, 159.0000, 345.0000, 101.0000, 204, 51, 0
L 129.0000, 297.0000, 101.0000, 129.0000, 312.0000, 101.0000, 204, 51, 0
L 129.0000, 312.0000, 101.0000, 159.0000, 312.0000, 101.0000, 204, 51, 0
L 159.0000, 345.0000, 101.0000, 159.0000, 312.0000, 101.0000, 204, 51, 0
L 89.0000, 297.0000, 101.0000, 89.0000, 336.0000, 101.0000, 0, 0, 0
L 85.0000, 336.0000, 101.0000, 85.0000, 306.0000, 101.0000, 0, 0, 0
L 85.0000, 306.0000, 101.0000, 79.0000, 306.0000, 101.0000, 0, 0, 0
L 62.0000, 306.0000, 101.0000, 56.0000, 306.0000, 101.0000, 0, 0, 0
L 62.0000, 294.0000, 101.0000, 56.0000, 294.0000, 101.0000, 0, 0, 0
L 62.0000, 306.0000, 101.0000, 62.0000, 294.0000, 101.0000, 0, 0, 0
L 79.0000, 294.0000, 101.0000, 79.0000, 306.0000, 101.0000, 0, 0, 0
L 79.0000, 294.0000, 101.0000, 85.0000, 294.0000, 101.0000, 0, 0, 0
L 85.0000, 294.0000, 101.0000, 85.0000, 292.0000, 101.0000, 0, 0, 0
L 56.0000, 371.0000, 101.0000, 56.0000, 306.0000, 101.0000, 0, 0, 0
L 56.0000, 294.0000, 101.0000, 56.0000, 271.0000, 101.0000, 0, 0, 0
L 52.0000, 376.0000, 101.0000, 52.0000, 276.0000, 101.0000, 0, 0, 0
L 89.0000, 355.0000, 101.0000, 89.0000, 360.0000, 101.0000, 0, 0, 0
L 85.0000, 365.0000, 101.0000, 85.0000, 355.0000, 101.0000, 0, 0, 0
L 89.0000, 355.0000, 101.0000, 85.0000, 355.0000, 101.0000, 0, 0, 0
L 176.0000, 617.0000, 101.0000, 176.0000, 583.0000, 101.0000, 0, 0, 0
L 176.0000, 571.0000, 101.0000, 176.0000, 544.0000, 101.0000, 0, 0, 0
L 176.0000, 544.0000, 101.0000, 84.0000, 544.0000, 101.0000, 0, 0, 0
L 78.0000, 555.0000, 101.0000, 78.0000, 544.0000, 101.0000, 0, 0, 0
L 78.0000, 583.0000, 101.0000, 78.0000, 579.0000, 101.0000, 0, 0, 0
L 78.0000, 583.0000, 101.0000, 78.0000, 589.0000, 101.0000, 0, 0, 0
L 84.0000, 579.0000, 101.0000, 84.0000, 555.0000, 101.0000, 0, 0, 0
L 89.0000, 549.0000, 101.0000, 89.0000, 589.0000, 101.0000, 0, 0, 0
L 89.0000, 607.0000, 101.0000, 89.0000, 612.0000, 101.0000, 0, 0, 0
L 84.0000, 607.0000, 101.0000, 89.0000, 607.0000, 101.0000, 0, 0, 0
L 183.0000, 571.0000, 101.0000, 183.0000, 583.0000, 101.0000, 0, 0, 0
L 56.0000, 589.0000, 101.0000, 62.0000, 589.0000, 101.0000, 0, 0, 0
