P -900, -400, -259, 102, 0, 204, 2, Basement
P -900, -300, -7, 0, 0, 0, 2, First_Floor
P -900, -200, 129, 0, 204, 204, 2, Second_Floor
P -900, -100, 256, 0, 204, 0, 2, Third_Floor
L 39.0, -351.0, 249.0, -29.0, -281.0, 249.0, 0, 204, 0
L -29.0, -281.0, 249.0, -67.0, -281.0, 249.0, 0, 204, 0
L -19.0, -63.0, 249.0, -67.0, -63.0, 249.0, 0, 204, 0
L -67.0, -63.0, 249.0, -67.0, -59.7, 249.0, 0, 204, 0
L -224.0, 306.0, 9.0, -224.0, 307.5, 9.0, 0, 0, 0
L -224.0, 351.0, 9.0, -133.0, 351.0, 9.0, 0, 0, 0
L -133.0, 351.0, 9.0, -133.0, 557.0, 9.0, 0, 0, 0
L -133.0, 557.0, 9.0, -337.0, 557.0, 9.0, 0, 0, 0
L -337.0, 557.0, 9.0, -337.0, 351.0, 9.0, 0, 0, 0
L -337.0, 351.0, 9.0, -244.0, 351.0, 9.0, 0, 0, 0
L -244.0, 306.0, 9.0, -309.0, 306.0, 9.0, 0, 0, 0
L -244.0, 351.0, 9.0, -244.0, 347.4, 9.0, 0, 0, 0
L -337.0, 559.0, 267.0, -337.0, 351.0, 267.0, 0, 204, 0
L -337.0, 351.0, 267.0, -133.0, 351.0, 267.0, 0, 204, 0
L -133.0, 351.0, 267.0, -133.0, 559.0, 267.0, 0, 204, 0
L -133.0, 559.0, 267.0, -226.0, 559.0, 267.0, 0, 204, 0
L -226.0, 559.0, 267.0, -226.0, 562.4, 267.0, 0, 204, 0
L -226.0, 682.0, 267.0, -39.0, 682.0, 267.0, 0, 204, 0
L -39.0, 682.0, 267.0, -39.0, 1079.0, 267.0, 0, 204, 0
L -39.0, 1079.0, 267.0, -431.0, 1079.0, 267.0, 0, 204, 0
L -431.0, 1079.0, 267.0, -431.0, 682.0, 267.0, 0, 204, 0
L -431.0, 682.0, 267.0, -244.0, 682.0, 267.0, 0, 204, 0
L -244.0, 682.0, 267.0, -244.0, 677.2, 267.0, 0, 204, 0
L -244.0, 559.0, 267.0, -337.0, 559.0, 267.0, 0, 204, 0
L -612.0, 369.0, 401.0, -612.0, 279.0, 401.0, 102, 255, 102
L -612.0, 279.0, 401.0, -702.0, 279.0, 401.0, 102, 255, 102
L -702.0, 279.0, 401.0, -702.0, 315.0, 401.0, 102, 255, 102
L -702.0, 315.0, 401.0, -707.1, 315.0, 401.0, 102, 255, 102
L -750.0, 315.0, 401.0, -750.0, 220.0, 401.0, 102, 255, 102
L -750.0, 220.0, 401.0, -810.0, 220.0, 401.0, 102, 255, 102
L -773.0, 173.0, 401.0, -773.0, 82.0, 401.0, 102, 255, 102
L -773.0, 82.0, 401.0, -864.0, 82.0, 401.0, 102, 255, 102
L -864.0, 82.0, 401.0, -864.0, 173.0, 401.0, 102, 255, 102
L -891.0, 173.0, 401.0, -891.0, 82.0, 401.0, 102, 255, 102
L -891.0, 82.0, 401.0, -982.0, 82.0, 401.0, 102, 255, 102
L -982.0, 82.0, 401.0, -982.0, 173.0, 401.0, 102, 255, 102
L -982.0, 173.0, 401.0, -945.0, 173.0, 401.0, 102, 255, 102
L -945.0, 173.0, 401.0, -945.0, 220.0, 401.0, 102, 255, 102
L -946.0, 475.0, 401.0, -982.0, 475.0, 401.0, 102, 255, 102
L -982.0, 475.0, 401.0, -982.0, 566.0, 401.0, 102, 255, 102
L -982.0, 566.0, 401.0, -891.0, 566.0, 401.0, 102, 255, 102
L -891.0, 566.0, 401.0, -891.0, 475.0, 401.0, 102, 255, 102
L -891.0, 475.0, 401.0, -928.0, 475.0, 401.0, 102, 255, 102
L -928.0, 475.0, 401.0, -928.0, 428.0, 401.0, 102, 255, 102
L -827.0, 475.0, 401.0, -864.0, 475.0, 401.0, 102, 255, 102
L -864.0, 475.0, 401.0, -864.0, 566.0, 401.0, 102, 255, 102
L -864.0, 566.0, 401.0, -773.0, 566.0, 401.0, 102, 255, 102
L -773.0, 566.0, 401.0, -773.0, 475.0, 401.0, 102, 255, 102
L -773.0, 475.0, 401.0, -810.0, 475.0, 401.0, 102, 255, 102
L -810.0, 475.0, 401.0, -810.0, 428.0, 401.0, 102, 255, 102
L -750.0, 428.0, 401.0, -750.0, 333.0, 401.0, 102, 255, 102
L -702.0, 333.0, 401.0, -702.0, 369.0, 401.0, 102, 255, 102
L -702.0, 369.0, 401.0, -612.0, 369.0, 401.0, 102, 255, 102
L -164.0, -149.0, -4.0, -164.0, -294.0, -4.0, 150, 150, 150
L -164.0, -294.0, -4.0, -308.0, -294.0, -4.0, 150, 150, 150
L -308.0, -294.0, -4.0, -308.0, -148.0, -4.0, 150, 150, 150
L -308.0, -148.0, -4.0, -245.0, -149.0, -4.0, 150, 150, 150
L -245.0, -149.0, -4.0, -247.0, -167.0, 4.0, 150, 150, 150
L -247.0, -167.0, 4.0, -271.0, -167.0, 4.0, 150, 150, 150
L -271.0, -167.0, 4.0, -271.0, -186.0, 5.0, 150, 150, 150
L -271.0, -186.0, 5.0, -291.0, -187.0, 4.0, 150, 150, 150
L -291.0, -187.0, 4.0, -291.0, -255.0, 4.0, 150, 150, 150
L -291.0, -255.0, 4.0, -272.0, -255.0, 4.0, 150, 150, 150
L -272.0, -255.0, 4.0, -271.0, -276.0, 4.0, 150, 150, 150
L -271.0, -276.0, 4.0, -199.0, -278.0, 4.0, 150, 150, 150
L -199.0, -278.0, 4.0, -202.0, -255.0, 5.0, 150, 150, 150
L -202.0, -255.0, 5.0, -183.0, -255.0, 4.0, 150, 150, 150
L -183.0, -255.0, 4.0, -183.0, -187.0, 4.0, 150, 150, 150
L -183.0, -187.0, 4.0, -203.0, -186.0, 4.0, 150, 150, 150
L -203.0, -186.0, 4.0, -203.0, -167.0, 4.0, 150, 150, 150
L -203.0, -167.0, 4.0, -229.0, -166.0, 4.0, 150, 150, 150
L -229.0, -166.0, 4.0, -227.0, -148.0, -4.0, 150, 150, 150
L -227.0, -148.0, -4.0, -164.0, -149.0, -4.0, 150, 150, 150
L -228.0, -148.0, 132.0, -166.0, -148.0, 132.0, 150, 150, 150
L -166.0, -148.0, 132.0, -166.0, -294.0, 132.0, 150, 150, 150
L -166.0, -294.0, 132.0, -309.0, -294.0, 132.0, 150, 150, 150
L -309.0, -294.0, 132.0, -309.0, -148.0, 132.0, 150, 150, 150
L -309.0, -148.0, 132.0, -246.0, -148.0, 132.0, 150, 150, 150
L -246.0, -148.0, 132.0, -246.0, -167.0, 141.0, 150, 150, 150
L -246.0, -167.0, 141.0, -271.0, -167.0, 141.0, 150, 150, 150
L -271.0, -167.0, 141.0, -272.0, -187.0, 142.0, 150, 150, 150
L -272.0, -187.0, 142.0, -291.0, -187.0, 141.0, 150, 150, 150
L -291.0, -187.0, 141.0, -291.0, -255.0, 141.0, 150, 150, 150
L -291.0, -255.0, 141.0, -271.0, -255.0, 141.0, 150, 150, 150
L -271.0, -255.0, 141.0, -271.0, -275.0, 141.0, 150, 150, 150
L -271.0, -275.0, 141.0, -203.0, -275.0, 141.0, 150, 150, 150
L -203.0, -275.0, 141.0, -203.0, -255.0, 142.0, 150, 150, 150
L -203.0, -255.0, 142.0, -183.0, -255.0, 141.0, 150, 150, 150
L -183.0, -255.0, 141.0, -183.0, -187.0, 141.0, 150, 150, 150
L -183.0, -187.0, 141.0, -203.0, -187.0, 141.0, 150, 150, 150
L -203.0, -187.0, 141.0, -203.0, -167.0, 141.0, 150, 150, 150
L -203.0, -167.0, 141.0, -229.0, -167.0, 141.0, 150, 150, 150
L -229.0, -167.0, 141.0, -229.0, -148.0, 132.0, 150, 150, 150
L -226.0, 507.0, 278.0, -201.0, 507.0, 278.0, 150, 150, 150
L -201.0, 507.0, 278.0, -201.0, 488.0, 279.0, 150, 150, 150
L -201.0, 488.0, 279.0, -181.0, 487.0, 278.0, 150, 150, 150
L -181.0, 487.0, 278.0, -181.0, 422.0, 278.0, 150, 150, 150
L -181.0, 422.0, 278.0, -201.0, 418.0, 279.0, 150, 150, 150
L -201.0, 418.0, 279.0, -201.0, 399.0, 278.0, 150, 150, 150
L -201.0, 399.0, 278.0, -269.0, 399.0, 278.0, 150, 150, 150
L -269.0, 399.0, 278.0, -270.0, 419.0, 279.0, 150, 150, 150
L -270.0, 419.0, 279.0, -289.0, 419.0, 278.0, 150, 150, 150
L -289.0, 419.0, 278.0, -289.0, 487.0, 278.0, 150, 150, 150
L -289.0, 487.0, 278.0, -270.0, 487.0, 278.0, 150, 150, 150
L -270.0, 487.0, 278.0, -269.0, 507.0, 278.0, 150, 150, 150
L -269.0, 507.0, 278.0, -244.0, 508.0, 277.0, 150, 150, 150
L -244.0, 508.0, 277.0, -244.0, 524.0, 268.0, 150, 150, 150
L -244.0, 524.0, 268.0, -307.0, 524.0, 268.0, 150, 150, 150
L -307.0, 524.0, 268.0, -306.0, 381.0, 268.0, 150, 150, 150
L -306.0, 381.0, 268.0, -163.0, 381.0, 269.0, 150, 150, 150
L -163.0, 381.0, 269.0, -163.0, 525.0, 267.0, 150, 150, 150
L -163.0, 525.0, 267.0, -225.0, 525.0, 268.0, 150, 150, 150
L -225.0, 525.0, 268.0, -226.0, 508.0, 277.0, 150, 150, 150
L -232.0, 475.0, 283.0, -221.0, 473.0, 283.0, 255, 255, 0
L -221.0, 473.0, 283.0, -208.0, 452.0, 283.0, 255, 255, 0
L -208.0, 452.0, 283.0, -217.0, 438.0, 283.0, 255, 255, 0
L -217.0, 438.0, 283.0, -235.0, 427.0, 283.0, 255, 255, 0
L -235.0, 427.0, 283.0, -251.0, 434.0, 283.0, 255, 255, 0
L -251.0, 434.0, 283.0, -260.0, 454.0, 283.0, 255, 255, 0
L -260.0, 454.0, 283.0, -251.0, 472.0, 283.0, 255, 255, 0
L -251.0, 472.0, 283.0, -232.0, 475.0, 283.0, 255, 255, 0
L -226.0, 508.0, 147.0, -200.0, 508.0, 148.0, 150, 150, 150
L -200.0, 508.0, 148.0, -200.0, 488.0, 149.0, 150, 150, 150
L -200.0, 488.0, 149.0, -180.0, 488.0, 148.0, 150, 150, 150
L -180.0, 488.0, 148.0, -180.0, 418.0, 148.0, 150, 150, 150
L -180.0, 418.0, 148.0, -200.0, 418.0, 149.0, 150, 150, 150
L -200.0, 418.0, 149.0, -200.0, 398.0, 148.0, 150, 150, 150
L -200.0, 398.0, 148.0, -226.0, 398.0, 147.0, 150, 150, 150
L -226.0, 398.0, 147.0, -226.0, 381.0, 138.0, 150, 150, 150
L -244.0, 381.0, 138.0, -244.0, 398.0, 147.0, 150, 150, 150
L -244.0, 398.0, 147.0, -270.0, 398.0, 148.0, 150, 150, 150
L -270.0, 398.0, 148.0, -270.0, 418.0, 149.0, 150, 150, 150
L -270.0, 418.0, 149.0, -290.0, 418.0, 148.0, 150, 150, 150
L -290.0, 418.0, 148.0, -290.0, 488.0, 148.0, 150, 150, 150
L -290.0, 488.0, 148.0, -270.0, 488.0, 149.0, 150, 150, 150
L -270.0, 488.0, 149.0, -270.0, 508.0, 148.0, 150, 150, 150
L -270.0, 508.0, 148.0, -244.0, 508.0, 147.0, 150, 150, 150
L -244.0, 508.0, 147.0, -244.0, 524.0, 138.0, 150, 150, 150
L -237.0, -193.0, 146.0, -224.0, -202.0, 146.0, 255, 255, 0
L -224.0, -202.0, 146.0, -212.0, -218.0, 146.0, 255, 255, 0
L -212.0, -218.0, 146.0, -219.0, -236.0, 146.0, 255, 255, 0
L -219.0, -236.0, 146.0, -233.0, -245.0, 146.0, 255, 255, 0
L -233.0, -245.0, 146.0, -251.0, -240.0, 146.0, 255, 255, 0
L -251.0, -240.0, 146.0, -261.0, -224.0, 146.0, 255, 255, 0
L -261.0, -224.0, 146.0, -255.0, -206.0, 146.0, 255, 255, 0
L -255.0, -206.0, 146.0, -237.0, -193.0, 146.0, 255, 255, 0
L -610.0, -223.0, 272.0, -615.0, -237.0, 272.0, 255, 255, 0
L -615.0, -237.0, 272.0, -633.0, -246.0, 272.0, 255, 255, 0
L -633.0, -246.0, 272.0, -651.0, -238.0, 272.0, 255, 255, 0
L -651.0, -238.0, 272.0, -657.0, -223.0, 272.0, 255, 255, 0
L -657.0, -223.0, 272.0, -650.0, -204.0, 272.0, 255, 255, 0
L -650.0, -204.0, 272.0, -637.0, -197.0, 272.0, 255, 255, 0
L -637.0, -197.0, 272.0, -620.0, -201.0, 272.0, 255, 255, 0
L -620.0, -201.0, 272.0, -608.0, -219.0, 272.0, 255, 255, 0
L -560.0, -231.0, 258.0, -560.0, -293.0, 258.0, 150, 150, 150
L -560.0, -293.0, 258.0, -706.0, -293.0, 258.0, 150, 150, 150
L -706.0, -293.0, 258.0, -706.0, -149.0, 258.0, 150, 150, 150
L -706.0, -149.0, 258.0, -560.0, -149.0, 258.0, 150, 150, 150
L -560.0, -149.0, 258.0, -560.0, -212.0, 258.0, 150, 150, 150
L -560.0, -212.0, 258.0, -579.0, -212.0, 267.0, 150, 150, 150
L -579.0, -212.0, 267.0, -579.0, -187.0, 267.0, 150, 150, 150
L -579.0, -187.0, 267.0, -599.0, -187.0, 267.0, 150, 150, 150
L -599.0, -187.0, 267.0, -599.0, -167.0, 267.0, 150, 150, 150
L -599.0, -167.0, 267.0, -667.0, -167.0, 267.0, 150, 150, 150
L -667.0, -167.0, 267.0, -667.0, -187.0, 268.0, 150, 150, 150
L -667.0, -187.0, 268.0, -687.0, -187.0, 267.0, 150, 150, 150
L -687.0, -187.0, 267.0, -687.0, -255.0, 267.0, 150, 150, 150
L -687.0, -255.0, 267.0, -667.0, -255.0, 267.0, 150, 150, 150
L -667.0, -255.0, 267.0, -667.0, -275.0, 267.0, 150, 150, 150
L -667.0, -275.0, 267.0, -599.0, -275.0, 267.0, 150, 150, 150
L -599.0, -275.0, 267.0, -599.0, -255.0, 267.0, 150, 150, 150
L -599.0, -255.0, 267.0, -579.0, -255.0, 267.0, 150, 150, 150
L -579.0, -255.0, 267.0, -579.0, -229.0, 267.0, 150, 150, 150
L -579.0, -229.0, 267.0, -561.0, -229.0, 258.0, 150, 150, 150
L -400.0, -105.0, 258.0, -382.0, -105.0, 258.0, 0, 204, 0
L -382.0, -105.0, 258.0, -382.0, -126.0, 258.0, 0, 204, 0
L -382.0, -126.0, 258.0, -400.0, -126.0, 258.0, 0, 204, 0
L -400.0, -126.0, 258.0, -400.0, -105.0, 258.0, 0, 204, 0
L -400.0, -60.0, 258.0, -380.0, -60.0, 258.0, 0, 204, 0
L -380.0, -60.0, 258.0, -380.0, -79.0, 258.0, 0, 204, 0
L -380.0, -79.0, 258.0, -400.0, -79.0, 258.0, 0, 204, 0
L -476.0, 104.0, 258.0, -431.0, 104.0, 258.0, 150, 150, 150
L -431.0, 104.0, 258.0, -431.0, 79.0, 258.0, 150, 150, 150
L -431.0, 79.0, 258.0, -409.0, 79.0, 258.0, 150, 150, 150
L -409.0, 79.0, 258.0, -409.0, 104.0, 258.0, 150, 150, 150
L -409.0, 104.0, 258.0, -364.0, 104.0, 258.0, 150, 150, 150
L -440.0, 96.0, 258.0, -440.0, 77.0, 258.0, 0, 204, 0
L -440.0, 77.0, 258.0, -456.0, 77.0, 258.0, 0, 204, 0
L -456.0, 77.0, 258.0, -456.0, 96.0, 258.0, 0, 204, 0
L -456.0, 96.0, 258.0, -440.0, 96.0, 258.0, 0, 204, 0
L -399.0, 79.0, 258.0, -399.0, 96.0, 258.0, 0, 204, 0
L -399.0, 96.0, 258.0, -383.0, 96.0, 258.0, 0, 204, 0
L -383.0, 96.0, 258.0, -383.0, 79.0, 258.0, 0, 204, 0
L -319.0, 545.0, -256.0, -664.0, 545.0, -256.0, 150, 150, 150
L -664.0, 545.0, -256.0, -664.0, 407.0, -256.0, 150, 150, 150
L -664.0, 407.0, -256.0, -578.0, 406.0, -256.0, 150, 150, 150
L -578.0, 406.0, -256.0, -578.0, 371.0, -256.0, 150, 150, 150
L -538.0, 371.0, -256.0, -538.0, 406.0, -256.0, 150, 150, 150
L -538.0, 406.0, -256.0, -444.0, 406.0, -256.0, 150, 150, 150
L -444.0, 406.0, -256.0, -444.0, 371.0, -256.0, 150, 150, 150
L -404.0, 371.0, -256.0, -404.0, 406.0, -256.0, 150, 150, 150
L -404.0, 406.0, -256.0, -319.0, 406.0, -256.0, 150, 150, 150
L -319.0, 406.0, -256.0, -319.0, 545.0, -256.0, 150, 150, 150
L -621.0, 19.0, -4.0, -621.0, 80.0, -4.0, 150, 150, 150
L -621.0, 80.0, -4.0, -475.0, 80.0, -4.0, 150, 150, 150
L -475.0, 80.0, -4.0, -475.0, -63.0, -4.0, 150, 150, 150
L -475.0, -63.0, -4.0, -620.0, -63.0, -4.0, 150, 150, 150
L -620.0, -63.0, -4.0, -620.0, 1.0, -4.0, 150, 150, 150
L -620.0, 1.0, -4.0, -602.0, 1.0, 4.0, 150, 150, 150
L -602.0, 1.0, 4.0, -602.0, -24.0, 4.0, 150, 150, 150
L -602.0, -24.0, 4.0, -582.0, -24.0, 4.0, 150, 150, 150
L -582.0, -24.0, 4.0, -582.0, -44.0, 4.0, 150, 150, 150
L -582.0, -44.0, 4.0, -514.0, -44.0, 4.0, 150, 150, 150
L -514.0, -44.0, 4.0, -514.0, -24.0, 4.0, 150, 150, 150
L -514.0, -24.0, 4.0, -494.0, -24.0, 4.0, 150, 150, 150
L -494.0, -24.0, 4.0, -494.0, 43.0, 4.0, 150, 150, 150
L -494.0, 43.0, 4.0, -515.0, 43.0, 5.0, 150, 150, 150
L -515.0, 43.0, 5.0, -515.0, 62.0, 5.0, 150, 150, 150
L -515.0, 62.0, 5.0, -581.0, 62.0, 5.0, 150, 150, 150
L -581.0, 62.0, 5.0, -581.0, 44.0, 5.0, 150, 150, 150
L -581.0, 44.0, 5.0, -602.0, 44.0, 5.0, 150, 150, 150
L -602.0, 44.0, 5.0, -602.0, 18.0, 5.0, 150, 150, 150
L -602.0, 18.0, 5.0, -621.0, 18.0, -3.0, 150, 150, 150
L -204.0, 545.0, -256.0, -204.0, 407.0, -256.0, 150, 150, 150
L -204.0, 407.0, -256.0, -117.0, 407.0, -256.0, 150, 150, 150
L -117.0, 407.0, -256.0, -117.0, 371.0, -256.0, 150, 150, 150
L -80.0, 371.0, -256.0, -80.0, 408.0, -256.0, 150, 150, 150
L -80.0, 408.0, -256.0, 75.0, 407.0, -256.0, 150, 150, 150
L 75.0, 407.0, -256.0, 75.0, 371.0, -256.0, 150, 150, 150
L 112.0, 371.0, -256.0, 113.0, 406.0, -256.0, 150, 150, 150
L 113.0, 406.0, -256.0, 199.0, 406.0, -256.0, 150, 150, 150
L 199.0, 406.0, -256.0, 199.0, 545.0, -256.0, 150, 150, 150
L 199.0, 545.0, -256.0, -205.0, 544.0, -256.0, 150, 150, 150
L -290.0, 846.0, 277.0, -290.0, 915.0, 277.0, 150, 150, 150
L -270.0, 935.0, 277.0, -200.0, 935.0, 277.0, 150, 150, 150
L -180.0, 915.0, 277.0, -180.0, 846.0, 277.0, 150, 150, 150
L -561.0, -292.0, 130.0, -561.0, -230.0, 130.0, 150, 150, 150
L -561.0, -230.0, 130.0, -578.0, -230.0, 139.0, 150, 150, 150
L -578.0, -230.0, 139.0, -578.0, -256.0, 140.0, 150, 150, 150
L -578.0, -256.0, 140.0, -598.0, -256.0, 141.0, 150, 150, 150
L -598.0, -256.0, 141.0, -598.0, -276.0, 140.0, 150, 150, 150
L -598.0, -276.0, 140.0, -668.0, -276.0, 140.0, 150, 150, 150
L -668.0, -276.0, 140.0, -668.0, -257.0, 141.0, 150, 150, 150
L -668.0, -257.0, 141.0, -689.0, -257.0, 140.0, 150, 150, 150
L -689.0, -257.0, 140.0, -689.0, -184.0, 140.0, 150, 150, 150
L -689.0, -184.0, 140.0, -668.0, -184.0, 140.0, 150, 150, 150
L -668.0, -184.0, 140.0, -668.0, -166.0, 140.0, 150, 150, 150
L -668.0, -166.0, 140.0, -598.0, -166.0, 140.0, 150, 150, 150
L -598.0, -166.0, 140.0, -598.0, -185.0, 140.0, 150, 150, 150
L -598.0, -185.0, 140.0, -577.0, -185.0, 140.0, 150, 150, 150
L -577.0, -185.0, 140.0, -577.0, -212.0, 139.0, 150, 150, 150
L -577.0, -212.0, 139.0, -562.0, -212.0, 130.0, 150, 150, 150
L -607.0, -222.0, 145.0, -617.0, -237.0, 145.0, 255, 255, 0
L -617.0, -237.0, 145.0, -635.0, -246.0, 145.0, 255, 255, 0
L -635.0, -246.0, 145.0, -651.0, -236.0, 145.0, 255, 255, 0
L -651.0, -236.0, 145.0, -657.0, -221.0, 145.0, 255, 255, 0
L -657.0, -221.0, 145.0, -648.0, -202.0, 145.0, 255, 255, 0
L -648.0, -202.0, 145.0, -634.0, -197.0, 145.0, 255, 255, 0
L -634.0, -197.0, 145.0, -616.0, -206.0, 145.0, 255, 255, 0
L -616.0, -206.0, 145.0, -608.0, -222.0, 145.0, 255, 255, 0
L -236.0, 477.0, 23.0, -218.0, 468.0, 23.0, 255, 255, 0
L -218.0, 468.0, 23.0, -211.0, 452.0, 23.0, 255, 255, 0
L -211.0, 452.0, 23.0, -218.0, 436.0, 23.0, 255, 255, 0
L -218.0, 436.0, 23.0, -236.0, 429.0, 23.0, 255, 255, 0
L -236.0, 429.0, 23.0, -255.0, 444.0, 23.0, 255, 255, 0
L -255.0, 444.0, 23.0, -258.0, 454.0, 23.0, 255, 255, 0
L -258.0, 454.0, 23.0, -250.0, 471.0, 23.0, 255, 255, 0
L -250.0, 471.0, 23.0, -235.0, 477.0, 23.0, 255, 255, 0
L -236.0, 478.0, 152.0, -219.0, 471.0, 152.0, 255, 255, 0
L -219.0, 471.0, 152.0, -212.0, 453.0, 152.0, 255, 255, 0
L -212.0, 453.0, 152.0, -218.0, 438.0, 152.0, 255, 255, 0
L -218.0, 438.0, 152.0, -234.0, 429.0, 152.0, 255, 255, 0
L -234.0, 429.0, 152.0, -251.0, 438.0, 152.0, 255, 255, 0
L -251.0, 438.0, 152.0, -259.0, 453.0, 152.0, 255, 255, 0
L -259.0, 453.0, 152.0, -250.0, 472.0, 152.0, 255, 255, 0
L -250.0, 472.0, 152.0, -236.0, 479.0, 152.0, 255, 255, 0
L -226.0, 381.0, 9.0, -226.0, 398.0, 18.0, 150, 150, 150
L -226.0, 398.0, 18.0, -200.0, 398.0, 19.0, 150, 150, 150
L -200.0, 398.0, 19.0, -200.0, 417.0, 19.0, 150, 150, 150
L -200.0, 417.0, 19.0, -179.0, 417.0, 19.0, 150, 150, 150
L -179.0, 417.0, 19.0, -179.0, 489.0, 19.0, 150, 150, 150
L -179.0, 489.0, 19.0, -200.0, 489.0, 19.0, 150, 150, 150
L -200.0, 489.0, 19.0, -200.0, 508.0, 19.0, 150, 150, 150
L -200.0, 508.0, 19.0, -270.0, 508.0, 19.0, 150, 150, 150
L -270.0, 508.0, 19.0, -270.0, 489.0, 19.0, 150, 150, 150
L -270.0, 489.0, 19.0, -290.0, 489.0, 19.0, 150, 150, 150
L -290.0, 489.0, 19.0, -290.0, 418.0, 19.0, 150, 150, 150
L -290.0, 418.0, 19.0, -270.0, 418.0, 20.0, 150, 150, 150
L -270.0, 418.0, 20.0, -270.0, 398.0, 19.0, 150, 150, 150
L -270.0, 398.0, 19.0, -244.0, 398.0, 18.0, 150, 150, 150
L -244.0, 398.0, 18.0, -244.0, 381.0, 9.0, 150, 150, 150
L -244.0, 381.0, 9.0, -245.0, 382.0, 0.0, 150, 150, 150
L -245.0, 382.0, 0.0, -304.0, 382.0, 0.0, 150, 150, 150
L -304.0, 382.0, 0.0, -304.0, 521.0, 0.0, 150, 150, 150
L -304.0, 521.0, 0.0, -226.0, 521.0, 0.0, 150, 150, 150
L -165.0, 521.0, 0.0, -165.0, 382.0, 0.0, 150, 150, 150
L -165.0, 382.0, 0.0, -226.0, 382.0, 0.0, 150, 150, 150
L -459.0, -125.0, 256.0, -459.0, -106.0, 256.0, 0, 204, 0
L -459.0, -106.0, 256.0, -441.0, -106.0, 256.0, 0, 204, 0
L -441.0, -106.0, 256.0, -441.0, -125.0, 256.0, 0, 204, 0
L -441.0, -125.0, 256.0, -458.0, -125.0, 256.0, 0, 204, 0
L -459.0, -59.0, 256.0, -441.0, -59.0, 256.0, 0, 204, 0
L -441.0, -59.0, 256.0, -441.0, -78.0, 256.0, 0, 204, 0
L -459.0, -78.0, 256.0, -459.0, -59.0, 256.0, 0, 204, 0
L -441.0, -78.0, 256.0, -459.0, -78.0, 256.0, 0, 204, 0
L -460.0, -31.0, 256.0, -460.0, -14.0, 256.0, 0, 204, 0
L -460.0, -14.0, 256.0, -440.0, -14.0, 256.0, 0, 204, 0
L -440.0, -14.0, 256.0, -440.0, -31.0, 256.0, 0, 204, 0
L -440.0, -31.0, 256.0, -460.0, -31.0, 256.0, 0, 204, 0
L -399.0, -32.0, 256.0, -399.0, -13.0, 256.0, 0, 204, 0
L -399.0, -13.0, 256.0, -381.0, -13.0, 256.0, 0, 204, 0
L -381.0, -13.0, 256.0, -381.0, -32.0, 256.0, 0, 204, 0
L -381.0, -32.0, 256.0, -399.0, -32.0, 256.0, 0, 204, 0
L -262.0, 48.0, 249.0, -273.0, 48.0, 249.0, 0, 204, 0
L -262.0, 48.0, 249.0, -262.0, 34.0, 249.0, 0, 204, 0
L -262.0, 31.0, 249.0, -243.0, 31.0, 249.0, 0, 204, 0
L -243.0, 31.0, 249.0, -243.0, 34.0, 249.0, 0, 204, 0
L -232.0, 48.0, 249.0, -243.0, 48.0, 249.0, 0, 204, 0
L -232.0, 48.0, 249.0, -232.0, 34.0, 249.0, 0, 204, 0
L -232.0, 31.0, 249.0, -213.0, 31.0, 249.0, 0, 204, 0
L -213.0, 31.0, 249.0, -213.0, 34.0, 249.0, 0, 204, 0
L -202.0, 48.0, 249.0, -213.0, 48.0, 249.0, 0, 204, 0
L -202.0, 48.0, 249.0, -202.0, 34.0, 249.0, 0, 204, 0
L -202.0, 31.0, 249.0, -183.0, 31.0, 249.0, 0, 204, 0
L -183.0, 31.0, 249.0, -183.0, 34.0, 249.0, 0, 204, 0
L -172.0, 48.0, 249.0, -183.0, 48.0, 249.0, 0, 204, 0
L -172.0, 48.0, 249.0, -172.0, 34.0, 249.0, 0, 204, 0
L -172.0, 31.0, 249.0, -153.0, 31.0, 249.0, 0, 204, 0
L -153.0, 31.0, 249.0, -153.0, 34.0, 249.0, 0, 204, 0
L -273.0, 34.0, 249.0, -273.0, 27.0, 249.0, 0, 204, 0
L -262.0, 34.0, 249.0, -262.0, 31.0, 249.0, 0, 204, 0
L -243.0, 34.0, 249.0, -243.0, 48.0, 249.0, 0, 204, 0
L -232.0, 34.0, 249.0, -232.0, 31.0, 249.0, 0, 204, 0
L -213.0, 34.0, 249.0, -213.0, 48.0, 249.0, 0, 204, 0
L -202.0, 34.0, 249.0, -202.0, 31.0, 249.0, 0, 204, 0
L -183.0, 34.0, 249.0, -183.0, 48.0, 249.0, 0, 204, 0
L -172.0, 34.0, 249.0, -172.0, 31.0, 249.0, 0, 204, 0
L -153.0, 34.0, 249.0, -153.0, 48.0, 249.0, 0, 204, 0
L -142.0, 34.0, 249.0, -142.0, 48.0, 249.0, 0, 204, 0
L -1010.0, 428.0, 402.0, -1010.0, 385.0, 402.0, 150, 150, 150
L -1010.0, 385.0, 402.0, -1009.0, 380.0, 402.0, 150, 150, 150
L -1009.0, 380.0, 402.0, -1008.0, 376.0, 402.0, 150, 150, 150
L -1008.0, 376.0, 402.0, -1006.0, 370.0, 402.0, 150, 150, 150
L -1006.0, 370.0, 402.0, -999.0, 362.0, 402.0, 150, 150, 150
L -999.0, 362.0, 402.0, -992.0, 359.0, 402.0, 150, 150, 150
L -992.0, 359.0, 402.0, -985.0, 358.0, 402.0, 150, 150, 150
