P 0, 300, 0, 0, 0, 0, 2, Original_Map:_Goodurden_<RoI>
P 0, 500, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule/Fennin_Ro)
P 0, 700, 0, 0, 0, 0, 2, http://www.eqmaps.info
P 0, 900, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
P 0, 1100, 0, 0, 0, 0, 2, Height_Filter:_12/13
P 100, -550, 51, 0, 127, 0, 2, 4th_Floor
P 100, -525, 43, 0, 255, 255, 2, 3rd_Floor
P 100, -500, 16, 0, 255, 0, 2, 2nd_Floor
P 100, -475, 2, 0, 0, 0, 2, 1st_Floor
P 100, -450, -16, 127, 0, 0, 2, Basement
L 110.0, -630.0, -27.0, 110.0, -642.0, -27.0, 127, 0, 0
L 110.0, -642.0, -27.0, 97.0, -642.0, -27.0, 127, 0, 0
L 97.0, -642.0, -27.0, 69.0, -671.0, -27.0, 127, 0, 0
L 69.0, -671.0, -27.0, 69.0, -684.0, -27.0, 127, 0, 0
L 69.0, -684.0, -27.0, 56.0, -684.0, -27.0, 127, 0, 0
L 56.0, -684.0, -27.0, 56.0, -671.0, -27.0, 127, 0, 0
L 56.0, -671.0, -27.0, 42.0, -656.0, -27.0, 127, 0, 0
L 44.0, -672.0, -13.0, 28.0, -656.0, -13.0, 0, 127, 0
L 40.0, -656.0, -12.0, 28.0, -656.0, -13.0, 150, 150, 150
L 40.0, -656.0, -12.0, 54.0, -671.0, -12.0, 150, 150, 150
L 54.0, -671.0, -12.0, 70.0, -671.0, -12.0, 150, 150, 150
L 70.0, -671.0, -12.0, 98.0, -643.0, -12.0, 150, 150, 150
L 98.0, -643.0, -12.0, 98.0, -630.0, -12.0, 150, 150, 150
L 98.0, -630.0, -12.0, 69.0, -601.0, -12.0, 150, 150, 150
L 69.0, -601.0, -12.0, 56.0, -601.0, -12.0, 150, 150, 150
L 56.0, -601.0, -12.0, 40.0, -616.0, -12.0, 150, 150, 150
L 28.0, -616.0, -12.0, 44.0, -600.0, -13.0, 0, 127, 0
L 40.0, -616.0, -12.0, 28.0, -616.0, -12.0, 150, 150, 150
L 13.0, -630.6, -13.0, 28.0, -616.0, -12.0, 150, 150, 150
L -97.0, -652.0, -20.0, -96.0, -630.0, -20.0, 127, 0, 0
L -84.0, -629.0, -20.0, -84.0, -652.0, -20.0, 127, 0, 0
L -84.0, -629.0, -20.0, -70.0, -615.0, -20.0, 127, 0, 0
L -70.0, -615.0, -20.0, -70.0, -587.0, -20.0, 127, 0, 0
L -70.0, -587.0, -20.0, -56.0, -559.0, -20.0, 127, 0, 0
L -56.0, -559.0, -20.0, -56.0, -546.0, -20.0, 127, 0, 0
L -69.0, -560.0, -20.0, -83.0, -588.0, -20.0, 127, 0, 0
L -83.0, -588.0, -20.0, -83.0, -616.0, -20.0, 127, 0, 0
L -83.0, -616.0, -20.0, -96.0, -630.0, -20.0, 127, 0, 0
L -56.0, -546.0, -20.0, -58.0, -532.0, -21.0, 205, 133, 63
L -58.0, -532.0, -21.0, -58.0, -509.0, -31.0, 205, 133, 63
L -58.0, -509.0, -31.0, -58.0, -502.0, -31.0, 205, 133, 63
L -58.0, -502.0, -31.0, -60.0, -499.0, -31.0, 205, 133, 63
L -60.0, -499.0, -31.0, -68.0, -499.0, -31.0, 205, 133, 63
L -68.0, -499.0, -31.0, -79.0, -492.0, -35.0, 205, 133, 63
L -79.0, -492.0, -35.0, -87.0, -492.0, -35.0, 205, 133, 63
L -87.0, -492.0, -35.0, -87.0, -501.0, -35.0, 205, 133, 63
L -87.0, -501.0, -35.0, -80.0, -501.0, -35.0, 205, 133, 63
L -80.0, -501.0, -35.0, -68.0, -509.0, -31.0, 205, 133, 63
L -68.0, -509.0, -31.0, -68.0, -531.0, -21.0, 205, 133, 63
L -68.0, -531.0, -21.0, -67.0, -546.0, -21.0, 205, 133, 63
L -56.0, -544.0, -71.0, -69.0, -544.0, -71.0, 127, 0, 0
L -69.0, -544.0, -71.0, -87.0, -530.0, -68.0, 127, 0, 0
L -107.0, -492.0, -62.0, -106.0, -492.0, -35.0, 127, 0, 0
L -106.0, -517.0, -62.0, -97.0, -526.0, -61.0, 127, 0, 0
L -97.0, -526.0, -61.0, -87.0, -530.0, -61.0, 127, 0, 0
L -90.0, -489.0, -59.0, -98.0, -488.0, -41.0, 255, 165, 0
L -98.0, -488.0, -41.0, -98.0, -487.0, -41.0, 255, 165, 0
L -98.0, -486.0, -41.0, -90.0, -487.0, -59.0, 255, 165, 0
L -90.0, -487.0, -59.0, -90.0, -489.0, -59.0, 255, 165, 0
L -107.0, -492.0, -62.0, -97.0, -492.0, -63.0, 127, 0, 0
L -98.0, -484.0, -63.0, -79.0, -484.0, -63.0, 127, 0, 0
L -79.0, -484.0, -63.0, -75.0, -476.0, -63.0, 127, 0, 0
L -75.0, -476.0, -63.0, -66.0, -476.0, -63.0, 127, 0, 0
L -66.0, -476.0, -63.0, -44.0, -490.0, -63.0, 127, 0, 0
L -44.0, -490.0, -63.0, -44.0, -531.0, -58.0, 127, 0, 0
L -44.0, -531.0, -58.0, -56.0, -544.0, -71.0, 127, 0, 0
L -98.0, -484.0, -41.0, -106.0, -486.0, -41.0, 150, 150, 150
L -106.0, -486.0, -41.0, -106.0, -490.0, -41.0, 150, 150, 150
L -106.0, -490.0, -41.0, -98.0, -490.0, -41.0, 150, 150, 150
L -98.0, -487.0, -41.0, -98.0, -486.0, -41.0, 255, 165, 0
L -98.0, -490.0, -41.0, -98.0, -487.0, -41.0, 150, 150, 150
L -98.0, -487.0, -41.0, -98.0, -484.0, -41.0, 150, 150, 150
L -110.0, -492.0, -35.0, -108.0, -492.0, -35.0, 127, 0, 0
L -108.0, -492.0, -35.0, -106.0, -492.0, -35.0, 127, 0, 0
L -98.0, -492.0, -35.0, -98.0, -500.0, -35.0, 205, 133, 63
L -110.0, -500.0, -35.0, -108.0, -500.0, -35.0, 127, 0, 0
L -108.0, -500.0, -35.0, -106.0, -500.0, -35.0, 127, 0, 0
L -110.0, -492.0, -35.0, -110.0, -484.0, -35.0, 127, 0, 0
L -110.0, -500.0, -35.0, -110.0, -509.0, -35.0, 127, 0, 0
L -110.0, -484.0, -35.0, -116.0, -478.0, -35.0, 127, 0, 0
L -116.0, -478.0, -35.0, -152.0, -478.0, -35.0, 127, 0, 0
L -152.0, -478.0, -35.0, -152.0, -514.0, -35.0, 127, 0, 0
L -152.0, -514.0, -35.0, -124.0, -514.0, -35.0, 127, 0, 0
L -116.0, -515.0, -35.0, -110.0, -509.0, -35.0, 127, 0, 0
L -124.0, -514.0, -35.0, -124.0, -533.0, -30.0, 127, 0, 0
L -124.0, -533.0, -30.0, -101.0, -554.0, -29.0, 127, 0, 0
L -101.0, -554.0, -29.0, -69.0, -554.0, -20.0, 127, 0, 0
L -116.0, -515.0, -35.0, -116.0, -534.0, -29.0, 127, 0, 0
L -116.0, -534.0, -29.0, -102.0, -546.0, -29.0, 127, 0, 0
L -102.0, -546.0, -29.0, -67.0, -546.0, -21.0, 127, 0, 0
L -97.0, -526.0, -33.0, -107.0, -517.0, -36.0, 127, 0, 0
L -107.0, -517.0, -36.0, -106.0, -500.0, -35.0, 127, 0, 0
L -67.0, -546.0, -21.0, -87.0, -531.0, -24.0, 127, 0, 0
L -87.0, -531.0, -24.0, -97.0, -526.0, -33.0, 127, 0, 0
L -56.0, -545.0, -20.0, -44.0, -531.0, -28.0, 127, 0, 0
L -44.0, -531.0, -28.0, -44.0, -490.0, -35.0, 127, 0, 0
L -56.0, -472.0, -37.0, -56.0, -456.0, -37.0, 127, 0, 0
L -56.0, -456.0, -37.0, -83.0, -456.0, -37.0, 127, 0, 0
L -83.0, -456.0, -37.0, -89.0, -466.0, -36.0, 127, 0, 0
L -93.0, -466.0, -36.0, -89.0, -466.0, -36.0, 127, 0, 0
L -56.0, -472.0, -37.0, -86.0, -472.0, -36.0, 127, 0, 0
L -86.0, -472.0, -36.0, -86.0, -476.0, -36.0, 127, 0, 0
L -86.0, -476.0, -36.0, -76.0, -476.0, -36.0, 127, 0, 0
L -76.0, -476.0, -36.0, -80.0, -483.0, -36.0, 127, 0, 0
L -80.0, -483.0, -36.0, -96.0, -483.0, -36.0, 150, 150, 150
L -96.0, -483.0, -36.0, -94.0, -475.0, -36.0, 127, 0, 0
L -94.0, -475.0, -36.0, -95.0, -473.0, -36.0, 127, 0, 0
L -95.0, -473.0, -36.0, -93.0, -466.0, -36.0, 127, 0, 0
L -44.0, -490.0, -35.0, -64.0, -476.0, -30.0, 127, 0, 0
L -64.0, -476.0, -30.0, -76.0, -476.0, -36.0, 127, 0, 0
L -69.0, -560.0, -20.0, -69.0, -554.0, -20.0, 127, 0, 0
L 270.0, -827.0, 0.0, 250.0, -818.0, -5.0, 0, 0, 255
L 250.0, -818.0, -5.0, 230.0, -803.0, -5.0, 0, 0, 255
L 230.0, -803.0, -5.0, 221.0, -771.0, -7.0, 0, 0, 255
L 221.0, -771.0, -7.0, 204.0, -719.0, -5.0, 0, 0, 255
L 204.0, -719.0, -5.0, 210.0, -700.0, -6.0, 0, 0, 255
L 210.0, -700.0, -6.0, 216.0, -659.0, -5.0, 0, 0, 255
L 216.0, -660.0, -5.0, 240.0, -600.0, -5.0, 0, 0, 255
L 240.0, -600.0, -5.0, 280.0, -560.0, -5.0, 0, 0, 255
L 280.0, -560.0, -5.0, 298.0, -551.0, -5.0, 0, 0, 255
L 298.0, -588.0, -5.0, 279.0, -592.0, -6.0, 0, 0, 255
L 279.0, -592.0, -6.0, 268.0, -629.0, -5.0, 0, 0, 255
L 268.0, -629.0, -5.0, 248.0, -670.0, -5.0, 0, 0, 255
L 248.0, -670.0, -5.0, 238.0, -700.0, -5.0, 0, 0, 255
L 238.0, -700.0, -5.0, 248.0, -720.0, -5.0, 0, 0, 255
L 298.0, -728.0, 30.0, 259.0, -728.0, -1.0, 0, 0, 255
L 262.0, -720.0, 0.0, 295.0, -720.0, 30.0, 0, 0, 255
L 295.0, -720.0, 30.0, 298.0, -720.0, 30.0, 0, 0, 255
L 248.0, -729.0, -5.0, 258.0, -769.0, -5.0, 0, 0, 255
L 258.0, -769.0, -5.0, 289.0, -800.0, -5.0, 0, 0, 255
L 248.0, -670.0, -31.0, 238.0, -699.0, -37.0, 0, 0, 153
L 238.0, -699.0, -37.0, 248.0, -719.0, -33.0, 0, 0, 153
L 248.0, -719.0, -33.0, 248.0, -729.0, -31.0, 0, 0, 153
L 248.0, -729.0, -31.0, 259.0, -770.0, -31.0, 0, 0, 153
L 259.0, -770.0, -31.0, 289.0, -800.0, -31.0, 0, 0, 153
L 289.0, -800.0, -31.0, 297.0, -800.0, -31.0, 0, 0, 153
L 297.0, -800.0, -31.0, 269.0, -828.0, -31.0, 0, 0, 153
L 269.0, -828.0, -31.0, 250.0, -818.0, -31.0, 0, 0, 153
L 250.0, -818.0, -31.0, 230.0, -803.0, -31.0, 0, 0, 153
L 230.0, -803.0, -31.0, 206.0, -725.0, -35.0, 0, 0, 153
L 206.0, -725.0, -35.0, 217.0, -658.0, -32.0, 0, 0, 153
L 217.0, -658.0, -31.0, 205.0, -658.0, -31.0, 0, 0, 153
L 205.0, -658.0, -31.0, 214.0, -600.0, -31.0, 0, 0, 153
L 214.0, -600.0, -31.0, 242.0, -556.0, -31.0, 0, 0, 153
L 242.0, -556.0, -31.0, 280.0, -540.0, -31.0, 0, 0, 153
L 280.0, -540.0, -31.0, 298.0, -536.0, -31.0, 0, 0, 153
L 298.0, -536.0, -31.0, 298.0, -546.0, -31.0, 0, 0, 153
L 298.0, -546.0, -31.0, 278.0, -557.0, -31.0, 0, 0, 153
L 278.0, -557.0, -31.0, 278.0, -561.0, -31.0, 0, 0, 153
L 278.0, -561.0, -31.0, 298.0, -551.0, -31.0, 0, 0, 153
L 279.0, -592.0, -31.0, 268.0, -629.0, -31.0, 0, 0, 153
L 268.0, -629.0, -31.0, 248.0, -670.0, -31.0, 0, 0, 153
L 298.0, -588.0, -31.0, 298.0, -551.0, -31.0, 0, 0, 153
L 280.0, -592.0, -25.0, 287.0, -616.0, -21.0, 0, 255, 0
L 287.0, -616.0, -21.0, 276.0, -641.0, -19.0, 0, 255, 0
L 276.0, -641.0, -19.0, 282.0, -665.0, -13.0, 0, 255, 0
L 282.0, -665.0, -13.0, 280.0, -673.0, -13.0, 0, 255, 0
L 280.0, -673.0, -13.0, 282.0, -680.0, -13.0, 0, 255, 0
L 282.0, -680.0, -13.0, 291.0, -682.0, -13.0, 0, 255, 0
L 291.0, -682.0, -13.0, 296.0, -677.0, -13.0, 0, 255, 0
L 296.0, -677.0, -13.0, 296.0, -672.0, -13.0, 0, 255, 0
L 296.0, -672.0, -13.0, 290.0, -666.0, -13.0, 0, 255, 0
L 290.0, -666.0, -13.0, 286.0, -641.0, -20.0, 0, 255, 0
L 286.0, -641.0, -20.0, 298.0, -615.0, -21.0, 0, 255, 0
L 298.0, -588.0, -26.0, 298.0, -615.0, -21.0, 0, 255, 0
L 282.0, -694.0, 0.0, 285.0, -694.0, 0.0, 0, 0, 0
L 285.0, -694.0, 0.0, 291.0, -692.0, 0.0, 0, 0, 0
L 298.0, -687.0, 0.0, 298.0, -799.0, 0.0, 0, 0, 0
L 291.0, -692.0, 0.0, 298.0, -687.0, 0.0, 0, 0, 0
L 298.0, -672.0, 0.0, 298.0, -687.0, 0.0, 0, 0, 0
L 298.0, -671.0, 0.0, 298.0, -672.0, 0.0, 0, 0, 0
L 298.0, -671.0, 0.0, 295.0, -666.0, 0.0, 0, 0, 0
L 295.0, -666.0, 0.0, 282.0, -666.0, -3.0, 0, 0, 0
L 282.0, -666.0, -3.0, 278.0, -673.0, 0.0, 0, 0, 0
L 278.0, -673.0, 0.0, 278.0, -689.0, 0.0, 0, 0, 0
L 278.0, -689.0, 0.0, 282.0, -694.0, 0.0, 0, 0, 0
L 294.0, -488.0, 8.0, 294.0, -512.0, 8.0, 150, 150, 150
L 292.0, -518.0, 8.0, 286.0, -524.0, 8.0, 150, 150, 150
L 294.0, -512.0, 8.0, 296.0, -512.0, 8.0, 150, 150, 150
L 296.0, -512.0, 8.0, 296.0, -518.0, 8.0, 150, 150, 150
L 296.0, -518.0, 8.0, 292.0, -518.0, 8.0, 150, 150, 150
L 286.0, -524.0, 8.0, 286.0, -528.0, 8.0, 150, 150, 150
L 286.0, -528.0, 8.0, 280.0, -528.0, 8.0, 150, 150, 150
L 280.0, -526.0, 8.0, 280.0, -528.0, 8.0, 150, 150, 150
L 280.0, -526.0, 8.0, 266.0, -526.0, 8.0, 150, 150, 150
L 266.0, -526.0, 8.0, 266.0, -528.0, 8.0, 150, 150, 150
L 266.0, -528.0, 8.0, 260.0, -528.0, 8.0, 150, 150, 150
L 260.0, -524.0, 8.0, 260.0, -528.0, 8.0, 150, 150, 150
L 260.0, -524.0, 8.0, 255.0, -518.0, 8.0, 150, 150, 150
L 255.0, -518.0, 8.0, 250.0, -518.0, 8.0, 150, 150, 150
L 250.0, -518.0, 8.0, 250.0, -512.0, 8.0, 150, 150, 150
L 252.0, -512.0, 8.0, 250.0, -512.0, 8.0, 150, 150, 150
L 252.0, -512.0, 8.0, 252.0, -506.0, 8.0, 150, 150, 150
L 260.0, -506.0, 8.0, 252.0, -506.0, 8.0, 150, 150, 150
L 260.0, -506.0, 8.0, 260.0, -513.0, 8.0, 150, 150, 150
L 260.0, -513.0, 8.0, 266.0, -518.0, 8.0, 150, 150, 150
L 266.0, -518.0, 8.0, 281.0, -518.0, 8.0, 150, 150, 150
L 281.0, -518.0, 8.0, 286.0, -513.0, 8.0, 150, 150, 150
L 286.0, -513.0, 8.0, 286.0, -488.0, 8.0, 150, 150, 150
L 286.0, -488.0, 8.0, 281.0, -482.0, 8.0, 150, 150, 150
L 281.0, -482.0, 8.0, 266.0, -482.0, 8.0, 150, 150, 150
L 266.0, -482.0, 8.0, 260.0, -488.0, 8.0, 150, 150, 150
L 260.0, -488.0, 8.0, 260.0, -494.0, 8.0, 150, 150, 150
L 260.0, -494.0, 8.0, 252.0, -494.0, 8.0, 150, 150, 150
L 252.0, -494.0, 8.0, 252.0, -488.0, 8.0, 150, 150, 150
L 252.0, -488.0, 8.0, 250.0, -488.0, 8.0, 150, 150, 150
L 250.0, -488.0, 8.0, 250.0, -482.0, 8.0, 150, 150, 150
L 255.0, -482.0, 8.0, 250.0, -482.0, 8.0, 150, 150, 150
L 255.0, -482.0, 8.0, 260.0, -477.0, 8.0, 150, 150, 150
L 260.0, -477.0, 8.0, 260.0, -472.0, 8.0, 150, 150, 150
L 260.0, -472.0, 8.0, 266.0, -472.0, 8.0, 150, 150, 150
L 266.0, -474.0, 8.0, 266.0, -472.0, 8.0, 150, 150, 150
L 266.0, -474.0, 8.0, 280.0, -474.0, 8.0, 150, 150, 150
L 280.0, -474.0, 8.0, 280.0, -472.0, 8.0, 150, 150, 150
L 280.0, -472.0, 8.0, 286.0, -472.0, 8.0, 150, 150, 150
L 286.0, -477.0, 8.0, 286.0, -472.0, 8.0, 150, 150, 150
L 286.0, -477.0, 8.0, 292.0, -482.0, 8.0, 150, 150, 150
L 292.0, -482.0, 8.0, 296.0, -482.0, 8.0, 150, 150, 150
L 296.0, -482.0, 8.0, 296.0, -488.0, 8.0, 150, 150, 150
L 294.0, -488.0, 8.0, 296.0, -488.0, 8.0, 150, 150, 150
L 266.0, -508.0, 8.0, 266.0, -493.0, 8.0, 150, 150, 150
L 266.0, -493.0, 8.0, 271.0, -488.0, 8.0, 150, 150, 150
L 271.0, -488.0, 8.0, 276.0, -488.0, 8.0, 150, 150, 150
L 276.0, -488.0, 8.0, 281.0, -493.0, 8.0, 150, 150, 150
L 281.0, -493.0, 8.0, 280.0, -508.0, 8.0, 150, 150, 150
L 280.0, -508.0, 8.0, 276.0, -512.0, 8.0, 150, 150, 150
L 276.0, -512.0, 8.0, 271.0, -512.0, 8.0, 150, 150, 150
L 271.0, -512.0, 8.0, 266.0, -508.0, 8.0, 150, 150, 150
L -111.0, -648.0, 0.0, -148.0, -648.0, 0.0, 150, 150, 150
L -148.0, -648.0, 0.0, -148.0, -710.0, 0.0, 150, 150, 150
L -148.0, -710.0, 0.0, -110.0, -710.0, 0.0, 150, 150, 150
L -111.0, -704.0, 4.0, -110.8, -705.5, 3.0, 150, 150, 150
L -111.0, -704.0, 4.0, -142.0, -704.0, 4.0, 150, 150, 150
L -142.0, -704.0, 4.0, -142.0, -654.0, 4.0, 150, 150, 150
L -142.0, -654.0, 4.0, -110.0, -654.0, 4.0, 150, 150, 150
L -110.0, -654.0, 4.0, -110.2, -652.5, 3.0, 150, 150, 150
L -20.0, -490.0, 0.0, -20.0, -420.0, 0.0, 150, 150, 150
L -20.0, -420.0, 0.0, -11.0, -420.0, 0.0, 150, 150, 150
L -11.0, -420.0, 0.0, 11.0, -420.0, 0.0, 150, 150, 150
L -11.0, -420.0, 0.0, -11.0, -430.0, 3.0, 150, 150, 150
L -17.0, -430.0, 4.0, -18.0, -480.0, 4.0, 150, 150, 150
L -18.0, -480.0, 4.0, -11.0, -480.0, 4.0, 150, 150, 150
L -11.0, -488.0, 4.0, -9.0, -488.0, 4.0, 0, 0, 0
L -11.0, -480.0, 4.0, -11.0, -488.0, 4.0, 150, 150, 150
L -17.0, -430.0, 4.0, 11.0, -430.0, 4.0, 150, 150, 150
L 18.0, -430.0, 4.0, 18.0, -481.0, 4.0, 150, 150, 150
L 11.0, -481.0, 4.0, 18.0, -481.0, 4.0, 150, 150, 150
L 11.0, -488.0, 4.0, 12.0, -488.0, 4.0, 0, 0, 0
L 11.0, -481.0, 4.0, 11.0, -488.0, 4.0, 150, 150, 150
L 11.0, -430.0, 4.0, 18.0, -430.0, 4.0, 150, 150, 150
L 11.0, -420.0, 0.0, 20.0, -420.0, 0.0, 150, 150, 150
L 11.0, -420.0, 0.0, 11.0, -430.0, 4.0, 150, 150, 150
L 20.0, -420.0, 0.0, 20.0, -490.0, 0.0, 150, 150, 150
L 11.0, -423.0, 0.0, -11.0, -423.0, 0.0, 150, 150, 150
L -10.0, -425.0, 1.0, 11.0, -425.0, 1.0, 150, 150, 150
L 11.0, -427.0, 3.0, -11.0, -427.0, 3.0, 150, 150, 150
L 80.0, -750.0, 0.0, 73.0, -750.0, 0.0, 0, 0, 0
L 80.0, -750.0, 0.0, 80.0, -768.0, 0.0, 150, 150, 150
L 80.0, -776.0, 0.0, 72.0, -776.0, 0.0, 150, 150, 150
L 49.0, -776.0, 0.0, 48.0, -768.0, 0.0, 150, 150, 150
L 48.0, -768.0, 0.0, 48.0, -750.0, 0.0, 150, 150, 150
L 56.0, -768.0, 0.0, 48.0, -768.0, 0.0, 150, 150, 150
L 56.0, -768.0, 0.0, 56.0, -776.0, 0.0, 150, 150, 150
L 72.0, -776.0, 0.0, 49.0, -776.0, 0.0, 150, 150, 150
L 72.0, -776.0, 0.0, 73.0, -768.0, 0.0, 150, 150, 150
L 80.0, -768.0, 0.0, 80.0, -776.0, 0.0, 150, 150, 150
L 73.0, -768.0, 0.0, 80.0, -768.0, 0.0, 150, 150, 150
L -8.0, -520.0, 5.0, 9.0, -520.0, 5.0, 0, 255, 0
L -8.0, -520.0, 5.0, -8.0, -522.0, 5.0, 0, 255, 0
L 68.0, -502.0, 16.0, 70.0, -502.0, 16.0, 0, 255, 0
L 54.0, -588.0, 16.0, 54.0, -552.0, 16.0, 0, 255, 0
L 50.0, -602.0, 16.0, 49.0, -602.0, 18.0, 0, 255, 255
L -50.0, -610.0, 2.0, -52.0, -610.0, 2.0, 0, 0, 0
L -320.0, -67.0, 0.0, -320.0, -82.0, 0.0, 0, 0, 0
L -338.0, -67.0, 0.0, -338.0, -80.0, 0.0, 0, 0, 0
L 298.0, -799.0, 0.0, 289.0, -800.0, -6.0, 0, 0, 255
L 270.0, -827.0, 0.0, 209.0, -888.0, 0.0, 0, 0, 0
L 259.0, -728.0, -1.0, 248.0, -729.0, -5.0, 0, 0, 255
L 248.0, -720.0, -5.0, 262.0, -720.0, 0.0, 0, 0, 255
L -4.0, -488.0, 4.0, 4.0, -488.0, 4.0, 205, 133, 63
L -4.0, -494.0, 2.0, 4.0, -494.0, 2.0, 205, 133, 63
L -9.0, -491.0, 3.0, -9.0, -494.0, 2.0, 0, 0, 0
L 9.0, -491.0, 3.0, 9.0, -494.0, 2.0, 0, 0, 0
L -9.0, -491.0, 3.0, -4.0, -491.0, 3.0, 205, 133, 63
L -4.0, -488.0, 4.0, -4.0, -491.0, 3.0, 205, 133, 63
L -4.0, -491.0, 3.0, -4.0, -494.0, 2.0, 205, 133, 63
L 4.0, -488.0, 4.0, 4.0, -491.0, 3.0, 205, 133, 63
L 4.0, -491.0, 3.0, 9.0, -491.0, 3.0, 205, 133, 63
L 4.0, -491.0, 3.0, 4.0, -494.0, 2.0, 205, 133, 63
L 60.0, -743.0, 3.0, 60.0, -736.0, 3.0, 0, 0, 0
L 69.0, -743.0, 3.0, 69.0, -736.0, 3.0, 0, 0, 0
L 62.0, -741.0, 3.0, 66.0, -741.0, 3.0, 205, 133, 63
L 66.0, -745.0, 3.0, 62.0, -745.0, 3.0, 255, 165, 0
L 62.0, -745.0, 3.0, 62.0, -743.0, 3.0, 205, 133, 63
L 66.0, -745.0, 3.0, 66.0, -743.0, 3.0, 205, 133, 63
L 69.0, -743.0, 3.0, 66.0, -743.0, 3.0, 205, 133, 63
L 62.0, -743.0, 3.0, 62.0, -741.0, 3.0, 205, 133, 63
L 66.0, -743.0, 3.0, 66.0, -741.0, 3.0, 205, 133, 63
L 62.0, -743.0, 3.0, 60.0, -743.0, 3.0, 205, 133, 63
L 47.0, -556.0, 2.0, 47.0, -552.0, 2.0, 205, 133, 63
L 50.0, -552.0, 2.0, 50.0, -556.0, 2.0, 205, 133, 63
L 50.0, -556.0, 2.0, 48.0, -556.0, 2.0, 205, 133, 63
L 50.0, -552.0, 2.0, 48.0, -552.0, 2.0, 205, 133, 63
L 48.0, -550.0, 2.0, 47.0, -550.0, 2.0, 0, 0, 0
L 48.0, -558.0, 2.0, 47.0, -558.0, 2.0, 0, 0, 0
L 48.0, -550.0, 2.0, 48.0, -552.0, 2.0, 205, 133, 63
L 48.0, -556.0, 2.0, 47.0, -556.0, 2.0, 205, 133, 63
L 48.0, -552.0, 2.0, 47.0, -552.0, 2.0, 205, 133, 63
L 48.0, -556.0, 2.0, 48.0, -558.0, 2.0, 205, 133, 63
L -87.0, -530.0, -61.0, -87.0, -530.0, -68.0, 127, 0, 0
L -98.0, -484.0, -63.0, -97.0, -492.0, -63.0, 127, 0, 0
L -56.0, -546.0, -20.0, -56.0, -545.0, -20.0, 127, 0, 0
L -106.0, -500.0, -35.0, -98.0, -500.0, -35.0, 205, 133, 63
L -106.0, -492.0, -35.0, -98.0, -492.0, -35.0, 205, 133, 63
L -65.0, -610.0, 2.0, -67.0, -610.0, 2.0, 0, 0, 0
L -65.0, -601.0, 2.0, -65.0, -604.0, 2.0, 0, 0, 0
L -52.0, -601.0, 2.0, -52.0, -604.0, 2.0, 0, 0, 0
L -65.0, -601.0, 2.0, -52.0, -601.0, 2.0, 240, 240, 0
L -47.0, -580.0, 2.0, -47.0, -584.0, 2.0, 255, 165, 0
L -50.0, -580.0, 2.0, -50.0, -584.0, 2.0, 205, 133, 63
L -48.0, -586.0, 2.0, -47.0, -586.0, 2.0, 0, 0, 0
L -48.0, -578.0, 2.0, -50.0, -578.0, 2.0, 0, 0, 0
L -48.0, -586.0, 2.0, -48.0, -584.0, 2.0, 205, 133, 63
L -47.0, -580.0, 2.0, -48.0, -580.0, 2.0, 205, 133, 63
L -48.0, -580.0, 2.0, -48.0, -578.0, 2.0, 205, 133, 63
L -48.0, -580.0, 2.0, -50.0, -580.0, 2.0, 205, 133, 63
L -47.0, -584.0, 2.0, -48.0, -584.0, 2.0, 205, 133, 63
L -48.0, -584.0, 2.0, -50.0, -584.0, 2.0, 205, 133, 63
L -27.0, -587.0, 44.0, -27.0, -550.0, 44.0, 0, 255, 255
L -20.0, -584.0, 44.0, -24.0, -584.0, 44.0, 205, 133, 63
L -20.0, -590.0, 44.0, -24.0, -590.0, 44.0, 205, 133, 63
L -24.0, -590.0, 44.0, -24.0, -587.0, 44.0, 205, 133, 63
L -20.0, -584.0, 44.0, -20.0, -587.0, 44.0, 205, 133, 63
L -18.0, -587.0, 44.0, -18.0, -590.0, 44.0, 0, 255, 255
L -27.0, -587.0, 44.0, -24.0, -587.0, 44.0, 205, 133, 63
L -24.0, -587.0, 44.0, -24.0, -584.0, 44.0, 205, 133, 63
L -20.0, -587.0, 44.0, -20.0, -590.0, 44.0, 205, 133, 63
L -20.0, -587.0, 44.0, -18.0, -587.0, 44.0, 205, 133, 63
L -54.0, -588.0, 16.0, -54.0, -600.0, 16.0, 0, 255, 0
L -67.0, -600.0, 16.0, -54.0, -600.0, 16.0, 0, 255, 0
L -67.0, -600.0, 16.0, -67.0, -588.0, 16.0, 0, 255, 0
L -64.0, -588.0, 16.0, -67.0, -588.0, 16.0, 0, 255, 0
L -64.0, -588.0, 16.0, -64.0, -586.0, 16.0, 0, 255, 0
L -67.0, -584.0, 16.0, -64.0, -584.0, 16.0, 0, 255, 0
L -58.0, -588.0, 16.0, -62.0, -588.0, 16.0, 205, 133, 63
L -58.0, -584.0, 16.0, -62.0, -584.0, 16.0, 205, 133, 63
L -58.0, -588.0, 16.0, -58.0, -586.0, 16.0, 205, 133, 63
L -62.0, -588.0, 16.0, -62.0, -586.0, 16.0, 205, 133, 63
L -64.0, -586.0, 16.0, -64.0, -584.0, 16.0, 0, 255, 0
L -56.0, -586.0, 16.0, -56.0, -588.0, 16.0, 0, 255, 0
