P 100, 1300, 0, 0, 0, 0, 2, Original_Map:_Goodurden<RoI>
P 100, 1500, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 100, 1700, 0, 0, 0, 0, 2, http://www.eqmaps.info
P 100, 1900, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
P 100, 2100, 0, 0, 0, 0, 2, Height_Filter:_25/25
L -68.0, 178.0, -13.0, -67.0, 178.0, -13.0, 0, 0, 0
L -68.0, 170.0, -13.0, -67.0, 170.0, -13.0, 0, 0, 0
L -68.0, 178.0, -13.0, -68.0, 176.0, -13.0, 205, 133, 63
L -70.0, 172.0, -13.0, -68.0, 172.0, -13.0, 205, 133, 63
L -68.0, 172.0, -13.0, -68.0, 170.0, -13.0, 205, 133, 63
L -68.0, 172.0, -13.0, -67.0, 172.0, -13.0, 205, 133, 63
L -70.0, 176.0, -13.0, -68.0, 176.0, -13.0, 205, 133, 63
L -68.0, 176.0, -13.0, -67.0, 176.0, -13.0, 205, 133, 63
L -3.0, 212.0, -13.0, -2.0, 210.0, -13.0, 0, 0, 0
L 2.0, 207.0, -13.0, 2.0, 212.0, -13.0, 0, 0, 0
L -2.0, 221.0, -13.0, -2.0, 222.0, -13.0, 0, 0, 0
L 2.0, 221.0, -13.0, 2.0, 226.0, -13.0, 0, 0, 0
L 2.0, 212.0, -13.0, 0.0, 212.0, -13.0, 0, 0, 0
L -2.0, 221.0, -13.0, 0.0, 221.0, -13.0, 0, 0, 0
L 2.0, 214.0, -13.0, 2.0, 218.0, -13.0, 205, 133, 63
L -3.0, 214.0, -13.0, -2.0, 218.0, -13.0, 205, 133, 63
L 0.0, 221.0, -13.0, 2.0, 221.0, -13.0, 0, 0, 0
L 0.0, 212.0, -13.0, -3.0, 212.0, -13.0, 0, 0, 0
L 0.0, 221.0, -13.0, 0.0, 218.0, -13.0, 205, 133, 63
L -3.0, 214.0, -13.0, 0.0, 214.0, -13.0, 205, 133, 63
L 0.0, 214.0, -13.0, 0.0, 212.0, -13.0, 205, 133, 63
L 0.0, 214.0, -13.0, 2.0, 214.0, -13.0, 205, 133, 63
L 2.0, 218.0, -13.0, 0.0, 218.0, -13.0, 205, 133, 63
L 0.0, 218.0, -13.0, -2.0, 218.0, -13.0, 205, 133, 63
L -2.0, 278.0, -13.0, -2.0, 277.0, -13.0, 0, 0, 0
L -2.0, 268.0, -13.0, 0.0, 268.0, -13.0, 0, 0, 0
L -2.0, 268.0, -13.0, -2.0, 266.0, -13.0, 0, 0, 0
L 2.0, 276.0, -13.0, 2.0, 282.0, -13.0, 0, 0, 0
L 2.0, 263.0, -13.0, 2.0, 268.0, -13.0, 0, 0, 0
L 2.0, 276.0, -13.0, 0.0, 277.0, -13.0, 0, 0, 0
L 2.0, 274.0, -13.0, 2.0, 270.0, -13.0, 205, 133, 63
L -2.0, 274.0, -13.0, -2.0, 270.0, -13.0, 205, 133, 63
L 0.0, 277.0, -13.0, -2.0, 277.0, -13.0, 0, 0, 0
L 0.0, 268.0, -13.0, 2.0, 268.0, -13.0, 0, 0, 0
L 0.0, 277.0, -13.0, 0.0, 274.0, -13.0, 205, 133, 63
L -2.0, 270.0, -13.0, 0.0, 270.0, -13.0, 205, 133, 63
L 0.0, 270.0, -13.0, 0.0, 268.0, -13.0, 205, 133, 63
L 0.0, 270.0, -13.0, 2.0, 270.0, -13.0, 205, 133, 63
L -2.0, 274.0, -13.0, 0.0, 274.0, -13.0, 205, 133, 63
L 0.0, 274.0, -13.0, 2.0, 274.0, -13.0, 205, 133, 63
L -156.0, 560.0, -41.0, -156.0, 558.0, -41.0, 0, 0, 0
L -159.0, 556.0, -41.0, -164.0, 556.0, -41.0, 205, 133, 63
L -159.0, 560.0, -41.0, -164.0, 560.0, -41.0, 205, 133, 63
L -156.0, 558.0, -41.0, -156.0, 556.0, -41.0, 0, 0, 0
L -167.0, 558.0, -41.0, -167.0, 556.0, -41.0, 0, 0, 0
L -156.0, 558.0, -41.0, -159.0, 558.0, -41.0, 205, 133, 63
L -164.0, 560.0, -41.0, -164.0, 558.0, -41.0, 205, 133, 63
L -164.0, 558.0, -41.0, -167.0, 558.0, -41.0, 205, 133, 63
L -164.0, 558.0, -41.0, -164.0, 556.0, -41.0, 205, 133, 63
L -159.0, 560.0, -41.0, -159.0, 558.0, -41.0, 205, 133, 63
L -159.0, 558.0, -41.0, -159.0, 556.0, -41.0, 205, 133, 63
L -111.0, 572.0, -41.0, -113.0, 572.0, -41.0, 0, 0, 0
L -113.0, 572.0, -41.0, -167.0, 572.0, -41.0, 0, 0, 0
L -111.0, 569.0, -41.0, -111.0, 563.0, -41.0, 205, 133, 63
L -116.0, 569.0, -41.0, -116.0, 563.0, -41.0, 205, 133, 63
L -113.0, 560.0, -41.0, -111.0, 560.0, -41.0, 0, 0, 0
L -113.0, 572.0, -41.0, -113.0, 569.0, -41.0, 205, 133, 63
L -111.0, 563.0, -41.0, -113.0, 563.0, -41.0, 205, 133, 63
L -113.0, 563.0, -41.0, -113.0, 560.0, -41.0, 205, 133, 63
L -113.0, 563.0, -41.0, -116.0, 563.0, -41.0, 205, 133, 63
L -111.0, 569.0, -41.0, -113.0, 569.0, -41.0, 205, 133, 63
L -113.0, 569.0, -41.0, -116.0, 569.0, -41.0, 205, 133, 63
L -27.0, 560.0, -41.0, -53.0, 560.0, -41.0, 0, 0, 0
L -56.0, 532.0, -41.0, -56.0, 560.0, -41.0, 0, 0, 0
L -111.0, 532.0, -41.0, -56.0, 532.0, -41.0, 0, 0, 0
L -56.0, 572.0, -41.0, -53.0, 572.0, -41.0, 0, 0, 0
L -56.0, 572.0, -41.0, -56.0, 600.0, -41.0, 0, 0, 0
L -53.0, 572.0, -41.0, 11.0, 572.0, -41.0, 0, 0, 0
L -56.0, 569.0, -41.0, -56.0, 563.0, -41.0, 205, 133, 63
L -50.0, 569.0, -41.0, -50.0, 563.0, -41.0, 205, 133, 63
L -53.0, 560.0, -41.0, -56.0, 560.0, -41.0, 0, 0, 0
L -53.0, 572.0, -41.0, -53.0, 569.0, -41.0, 205, 133, 63
L -50.0, 563.0, -41.0, -53.0, 563.0, -41.0, 205, 133, 63
L -53.0, 563.0, -41.0, -53.0, 560.0, -41.0, 205, 133, 63
L -53.0, 563.0, -41.0, -56.0, 563.0, -41.0, 205, 133, 63
L -50.0, 569.0, -41.0, -53.0, 569.0, -41.0, 205, 133, 63
L -53.0, 569.0, -41.0, -56.0, 569.0, -41.0, 205, 133, 63
L 11.0, 563.0, -41.0, 11.0, 569.0, -41.0, 205, 133, 63
L 14.0, 569.0, -41.0, 14.0, 566.5, -41.0, 205, 133, 63
L 11.0, 563.0, -41.0, 13.0, 563.0, -41.0, 205, 133, 63
L 11.0, 569.0, -41.0, 13.0, 569.0, -41.0, 205, 133, 63
L 13.0, 572.0, -41.0, 14.0, 572.0, -41.0, 0, 0, 0
L 13.0, 572.0, -41.0, 13.0, 569.0, -41.0, 205, 133, 63
L 13.0, 563.0, -41.0, 14.0, 563.0, -41.0, 205, 133, 63
L 13.0, 569.0, -41.0, 14.0, 569.0, -41.0, 205, 133, 63
L 13.0, 563.0, -41.0, 13.0, 560.0, -41.0, 205, 133, 63
L 197.0, 544.0, -41.0, 236.0, 544.0, -41.0, 0, 0, 0
L 194.0, 535.0, -41.0, 194.0, 541.0, -41.0, 205, 133, 63
L 199.0, 535.0, -41.0, 199.0, 541.0, -41.0, 205, 133, 63
L 197.0, 532.0, -41.0, 194.0, 532.0, -41.0, 0, 0, 0
L 197.0, 532.0, -41.0, 197.0, 535.0, -41.0, 205, 133, 63
L 194.0, 541.0, -41.0, 197.0, 541.0, -41.0, 205, 133, 63
L 197.0, 541.0, -41.0, 197.0, 544.0, -41.0, 205, 133, 63
L 197.0, 541.0, -41.0, 199.0, 541.0, -41.0, 205, 133, 63
L 194.0, 535.0, -41.0, 197.0, 535.0, -41.0, 205, 133, 63
L 197.0, 535.0, -41.0, 199.0, 535.0, -41.0, 205, 133, 63
L 110.0, 460.0, -41.0, 124.0, 460.0, -41.0, 0, 0, 0
L 98.0, 463.0, -41.0, 98.0, 502.0, -41.0, 0, 0, 0
L 111.0, 476.0, -41.0, 110.0, 463.0, -41.0, 0, 0, 0
L 98.0, 460.0, -41.0, 98.0, 463.0, -41.0, 0, 0, 0
L 72.0, 460.0, -41.0, 98.0, 460.0, -41.0, 0, 0, 0
L 107.0, 460.0, -41.0, 101.0, 460.0, -41.0, 205, 133, 63
L 107.0, 465.0, -41.0, 107.0, 463.0, -41.0, 205, 133, 63
L 110.0, 463.0, -41.0, 110.0, 460.0, -41.0, 0, 0, 0
L 110.0, 463.0, -41.0, 107.0, 463.0, -41.0, 205, 133, 63
L 101.0, 463.0, -41.0, 101.0, 460.0, -41.0, 205, 133, 63
L 107.0, 463.0, -41.0, 107.0, 460.0, -41.0, 205, 133, 63
L 101.0, 463.0, -41.0, 98.0, 463.0, -41.0, 205, 133, 63
L 101.0, 465.0, -41.0, 107.0, 465.0, -41.0, 205, 133, 63
L 101.0, 465.0, -41.0, 101.0, 463.0, -41.0, 205, 133, 63
L 69.0, 424.0, -41.0, 69.0, 428.0, -41.0, 205, 133, 63
L 72.0, 428.0, -41.0, 72.0, 424.0, -41.0, 205, 133, 63
L 70.0, 430.0, -41.0, 72.0, 430.0, -41.0, 0, 0, 0
L 70.0, 422.0, -41.0, 69.0, 422.0, -41.0, 0, 0, 0
L 70.0, 430.0, -41.0, 70.0, 428.0, -41.0, 205, 133, 63
L 72.0, 424.0, -41.0, 70.0, 424.0, -41.0, 205, 133, 63
L 70.0, 424.0, -41.0, 70.0, 422.0, -41.0, 205, 133, 63
L 70.0, 424.0, -41.0, 69.0, 424.0, -41.0, 205, 133, 63
L 72.0, 428.0, -41.0, 70.0, 428.0, -41.0, 205, 133, 63
L 70.0, 428.0, -41.0, 69.0, 428.0, -41.0, 205, 133, 63
L 11.0, 428.0, -41.0, 11.0, 424.0, -41.0, 205, 133, 63
L 14.0, 424.0, -41.0, 14.0, 428.0, -41.0, 205, 133, 63
L 12.0, 430.0, -41.0, 14.0, 430.0, -41.0, 0, 0, 0
L 12.0, 422.0, -41.0, 11.0, 422.0, -41.0, 0, 0, 0
L 12.0, 430.0, -41.0, 12.0, 428.0, -41.0, 205, 133, 63
L 14.0, 424.0, -41.0, 12.0, 424.0, -41.0, 205, 133, 63
L 12.0, 424.0, -41.0, 12.0, 422.0, -41.0, 205, 133, 63
L 12.0, 424.0, -41.0, 11.0, 424.0, -41.0, 205, 133, 63
L 11.0, 428.0, -41.0, 12.0, 428.0, -41.0, 205, 133, 63
L 12.0, 428.0, -41.0, 14.0, 428.0, -41.0, 205, 133, 63
L -70.0, 316.0, -13.0, -70.0, 312.0, -13.0, 205, 133, 63
L -67.0, 316.0, -13.0, -67.0, 312.0, -13.0, 205, 133, 63
L -68.0, 310.0, -13.0, -67.0, 310.0, -13.0, 0, 0, 0
L -68.0, 318.0, -13.0, -67.0, 318.0, -13.0, 0, 0, 0
L -68.0, 310.0, -13.0, -68.0, 312.0, -13.0, 205, 133, 63
L -67.0, 316.0, -13.0, -68.0, 316.0, -13.0, 205, 133, 63
L -68.0, 316.0, -13.0, -68.0, 318.0, -13.0, 205, 133, 63
L -68.0, 316.0, -13.0, -70.0, 316.0, -13.0, 205, 133, 63
L -67.0, 312.0, -13.0, -68.0, 312.0, -13.0, 205, 133, 63
L -68.0, 312.0, -13.0, -70.0, 312.0, -13.0, 205, 133, 63
L -70.0, 318.0, -13.0, -68.0, 318.0, -13.0, 0, 0, 0
L -97.0, 312.0, -13.0, -97.0, 316.0, -13.0, 205, 133, 63
L -100.0, 316.0, -13.0, -100.0, 312.0, -13.0, 205, 133, 63
L -98.0, 310.0, -13.0, -100.0, 310.0, -13.0, 0, 0, 0
L -98.0, 318.0, -13.0, -97.0, 318.0, -13.0, 0, 0, 0
L -98.0, 310.0, -13.0, -98.0, 312.0, -13.0, 205, 133, 63
L -97.0, 316.0, -13.0, -98.0, 316.0, -13.0, 205, 133, 63
L -98.0, 316.0, -13.0, -98.0, 318.0, -13.0, 205, 133, 63
L -98.0, 316.0, -13.0, -100.0, 316.0, -13.0, 205, 133, 63
L -97.0, 312.0, -13.0, -98.0, 312.0, -13.0, 205, 133, 63
L -98.0, 312.0, -13.0, -100.0, 312.0, -13.0, 205, 133, 63
L 180.0, 176.0, -13.0, 180.0, 172.0, -13.0, 205, 133, 63
L 184.0, 176.0, -13.0, 184.0, 172.0, -13.0, 205, 133, 63
L 182.0, 170.0, -13.0, 184.0, 170.0, -13.0, 0, 0, 0
L 182.0, 178.0, -13.0, 184.0, 178.0, -13.0, 0, 0, 0
L 182.0, 170.0, -13.0, 182.0, 172.0, -13.0, 205, 133, 63
L 184.0, 172.0, -13.0, 182.0, 172.0, -13.0, 205, 133, 63
L 182.0, 172.0, -13.0, 180.0, 172.0, -13.0, 205, 133, 63
L 180.0, 176.0, -13.0, 182.0, 176.0, -13.0, 205, 133, 63
L 182.0, 176.0, -13.0, 182.0, 178.0, -13.0, 205, 133, 63
L 182.0, 176.0, -13.0, 184.0, 176.0, -13.0, 205, 133, 63
L 150.0, 176.0, -13.0, 150.0, 172.0, -13.0, 205, 133, 63
L 154.0, 176.0, -13.0, 154.0, 172.0, -13.0, 205, 133, 63
L 152.0, 170.0, -13.0, 150.0, 170.0, -13.0, 0, 0, 0
L 152.0, 178.0, -13.0, 150.0, 178.0, -13.0, 0, 0, 0
L 152.0, 170.0, -13.0, 152.0, 172.0, -13.0, 205, 133, 63
L 154.0, 176.0, -13.0, 152.0, 176.0, -13.0, 205, 133, 63
L 152.0, 176.0, -13.0, 152.0, 178.0, -13.0, 205, 133, 63
L 152.0, 176.0, -13.0, 150.0, 176.0, -13.0, 205, 133, 63
L 154.0, 172.0, -13.0, 152.0, 172.0, -13.0, 205, 133, 63
L 152.0, 172.0, -13.0, 150.0, 172.0, -13.0, 205, 133, 63
L 154.0, 548.0, -41.0, 164.0, 548.0, -41.0, 150, 150, 150
L 164.0, 542.0, -41.0, 164.0, 548.0, -41.0, 150, 150, 150
L 164.0, 602.0, -69.0, 154.0, 602.0, -69.0, 150, 150, 150
L 164.0, 548.0, -41.0, 164.0, 551.4, -42.8, 150, 150, 150
L 154.0, 575.0, -55.0, 154.0, 571.6, -53.2, 0, 0, 0
L 164.0, 575.0, -55.0, 164.0, 578.4, -56.8, 150, 150, 150
L 154.0, 575.0, -55.0, 164.0, 575.0, -55.0, 150, 150, 150
L 154.0, 561.5, -48.0, 154.0, 558.1, -46.2, 0, 0, 0
L 164.0, 561.5, -48.0, 164.0, 564.9, -49.8, 150, 150, 150
L 154.0, 561.5, -48.0, 164.0, 561.5, -48.0, 150, 150, 150
L 154.0, 554.8, -44.5, 154.0, 551.4, -42.8, 0, 0, 0
L 164.0, 554.8, -44.5, 164.0, 558.1, -46.2, 150, 150, 150
L 154.0, 554.8, -44.5, 164.0, 554.8, -44.5, 150, 150, 150
L 154.0, 568.2, -51.5, 154.0, 564.9, -49.8, 0, 0, 0
L 164.0, 568.2, -51.5, 164.0, 571.6, -53.2, 150, 150, 150
L 154.0, 568.2, -51.5, 164.0, 568.2, -51.5, 150, 150, 150
L 154.0, 588.5, -62.0, 154.0, 585.1, -60.2, 0, 0, 0
L 164.0, 588.5, -62.0, 164.0, 591.9, -63.8, 150, 150, 150
L 154.0, 588.5, -62.0, 164.0, 588.5, -62.0, 150, 150, 150
L 154.0, 581.8, -58.5, 154.0, 578.4, -56.8, 0, 0, 0
L 164.0, 581.8, -58.5, 164.0, 585.1, -60.2, 150, 150, 150
L 154.0, 581.8, -58.5, 164.0, 581.8, -58.5, 150, 150, 150
L 154.0, 595.2, -65.5, 154.0, 591.9, -63.8, 0, 0, 0
L 164.0, 595.2, -65.5, 164.0, 598.6, -67.2, 150, 150, 150
L 154.0, 595.2, -65.5, 164.0, 595.2, -65.5, 150, 150, 150
L 154.0, 598.6, -67.2, 154.0, 595.2, -65.5, 0, 0, 0
L 164.0, 598.6, -67.2, 164.0, 602.0, -69.0, 150, 150, 150
L 154.0, 598.6, -67.2, 164.0, 598.6, -67.2, 150, 150, 150
L 154.0, 591.9, -63.8, 154.0, 588.5, -62.0, 0, 0, 0
L 164.0, 591.9, -63.8, 164.0, 595.2, -65.5, 150, 150, 150
L 154.0, 591.9, -63.8, 164.0, 591.9, -63.8, 150, 150, 150
L 154.0, 585.1, -60.2, 154.0, 581.8, -58.5, 0, 0, 0
L 164.0, 585.1, -60.2, 164.0, 588.5, -62.0, 150, 150, 150
L 154.0, 585.1, -60.2, 164.0, 585.1, -60.2, 150, 150, 150
L 154.0, 578.4, -56.8, 154.0, 575.0, -55.0, 0, 0, 0
L 164.0, 578.4, -56.8, 164.0, 581.8, -58.5, 150, 150, 150
L 154.0, 578.4, -56.8, 164.0, 578.4, -56.8, 150, 150, 150
L 154.0, 571.6, -53.2, 154.0, 568.2, -51.5, 0, 0, 0
L 164.0, 571.6, -53.2, 164.0, 575.0, -55.0, 150, 150, 150
L 154.0, 571.6, -53.2, 164.0, 571.6, -53.2, 150, 150, 150
L 154.0, 564.9, -49.8, 154.0, 561.5, -48.0, 0, 0, 0
L 164.0, 564.9, -49.8, 164.0, 568.2, -51.5, 150, 150, 150
L 154.0, 564.9, -49.8, 164.0, 564.9, -49.8, 150, 150, 150
L 154.0, 558.1, -46.2, 154.0, 554.8, -44.5, 0, 0, 0
L 164.0, 558.1, -46.2, 164.0, 561.5, -48.0, 150, 150, 150
L 154.0, 558.1, -46.2, 164.0, 558.1, -46.2, 150, 150, 150
L 154.0, 551.4, -42.8, 154.0, 548.0, -41.0, 0, 0, 0
L 164.0, 551.4, -42.8, 164.0, 554.8, -44.5, 150, 150, 150
L 154.0, 551.4, -42.8, 164.0, 551.4, -42.8, 150, 150, 150
L -80.0, 370.0, -69.0, -87.0, 370.0, -69.0, 255, 255, 0
L -90.0, 374.0, -69.0, -90.0, 381.0, -69.0, 255, 255, 0
L -80.0, 384.0, -69.0, -87.0, 384.0, -69.0, 255, 255, 0
L -77.0, 381.0, -69.0, -77.0, 374.0, -69.0, 255, 255, 0
L -77.0, 374.0, -13.0, -77.0, 381.0, -13.0, 255, 255, 0
L -80.0, 384.0, -13.0, -87.0, 384.0, -13.0, 255, 255, 0
L -90.0, 381.0, -13.0, -90.0, 374.0, -13.0, 255, 255, 0
L -87.0, 370.0, -13.0, -80.0, 370.0, -13.0, 255, 255, 0
L -77.0, 381.0, -69.0, -80.0, 384.0, -69.0, 255, 255, 0
L -87.0, 384.0, -69.0, -90.0, 381.0, -69.0, 255, 255, 0
L -90.0, 374.0, -69.0, -87.0, 370.0, -69.0, 255, 255, 0
L -80.0, 370.0, -69.0, -77.0, 374.0, -69.0, 255, 255, 0
L -77.0, 381.0, -69.0, -77.0, 381.0, -13.0, 255, 255, 0
L -80.0, 384.0, -13.0, -80.0, 384.0, -69.0, 255, 255, 0
L -87.0, 384.0, -13.0, -87.0, 384.0, -69.0, 255, 255, 0
L -77.0, 374.0, -69.0, -77.0, 374.0, -13.0, 255, 255, 0
L -80.0, 370.0, -13.0, -80.0, 370.0, -69.0, 255, 255, 0
L -87.0, 370.0, -13.0, -87.0, 370.0, -69.0, 255, 255, 0
L -90.0, 374.0, -13.0, -90.0, 374.0, -69.0, 255, 255, 0
L -90.0, 381.0, -13.0, -90.0, 381.0, -69.0, 255, 255, 0
L 14.0, 580.1, -41.0, 14.0, 600.0, -41.0, 0, 0, 0
L 14.0, 580.1, -41.0, 17.5, 580.1, -41.0, 255, 255, 0
L 14.0, 563.0, -41.0, 17.5, 563.0, -41.0, 255, 255, 0
L 27.9, 563.0, -41.0, 27.9, 567.3, -41.0, 255, 255, 0
L 27.9, 563.0, -41.0, 14.0, 580.1, -41.0, 255, 255, 0
L 27.9, 571.5, -41.0, 27.9, 575.8, -41.0, 255, 255, 0
L 21.0, 580.1, -41.0, 24.5, 580.1, -41.0, 255, 255, 0
L 27.9, 571.5, -41.0, 21.0, 580.1, -41.0, 255, 255, 0
L 27.9, 575.8, -41.0, 27.9, 580.1, -41.0, 255, 255, 0
L 24.5, 580.1, -41.0, 27.9, 580.1, -41.0, 255, 255, 0
L 27.9, 575.8, -41.0, 24.5, 580.1, -41.0, 255, 255, 0
L 27.9, 567.3, -41.0, 27.9, 571.5, -41.0, 255, 255, 0
L 17.5, 580.1, -41.0, 21.0, 580.1, -41.0, 255, 255, 0
L 27.9, 567.3, -41.0, 17.5, 580.1, -41.0, 255, 255, 0
L 21.0, 563.0, -41.0, 24.5, 563.0, -41.0, 255, 255, 0
L 21.0, 563.0, -41.0, 14.0, 572.0, -41.0, 255, 255, 0
L 24.5, 563.0, -41.0, 27.9, 563.0, -41.0, 255, 255, 0
L 14.0, 576.5, -41.0, 14.0, 580.1, -41.0, 0, 0, 0
L 24.5, 563.0, -41.0, 14.0, 576.5, -41.0, 255, 255, 0
L 17.5, 563.0, -41.0, 21.0, 563.0, -41.0, 255, 255, 0
L 14.0, 566.5, -41.0, 14.0, 563.0, -41.0, 205, 133, 63
L 17.5, 563.0, -41.0, 14.0, 566.5, -41.0, 255, 255, 0
L 80.8, 740.8, -64.5, 98.4, 740.9, -63.2, 0, 255, 0
L 98.4, 740.9, -63.2, 98.9, 742.8, -61.8, 0, 255, 0
L 98.9, 742.8, -61.8, 98.2, 744.6, -60.6, 0, 255, 0
L 98.2, 744.6, -60.6, 97.9, 744.6, -60.6, 0, 255, 0
L 97.9, 744.6, -60.6, 116.2, 740.8, -66.7, 0, 255, 0
L 116.2, 740.8, -66.7, 115.7, 750.8, -65.6, 0, 255, 0
L 115.7, 750.8, -65.6, 115.1, 752.7, -64.8, 0, 255, 0
L 115.1, 752.7, -64.8, 114.0, 753.9, -64.1, 0, 255, 0
L 114.0, 753.9, -64.1, 109.7, 759.1, -66.7, 0, 255, 0
L 109.7, 759.1, -66.7, 109.0, 760.7, -66.8, 0, 255, 0
L 109.0, 760.7, -66.8, 105.5, 769.3, -71.4, 0, 255, 0
L 105.5, 769.3, -71.4, 104.2, 770.7, -71.4, 0, 255, 0
L 104.2, 770.7, -71.4, 102.4, 771.0, -71.3, 0, 255, 0
L 102.4, 771.0, -71.3, 91.8, 772.8, -68.4, 0, 255, 0
L 91.8, 772.8, -68.4, 89.6, 772.3, -67.4, 0, 255, 0
L 89.6, 772.3, -67.4, 87.8, 773.0, -65.8, 0, 255, 0
L 87.8, 773.0, -65.8, 87.3, 774.8, -66.2, 0, 255, 0
L 87.3, 774.8, -66.2, 86.8, 776.8, -66.9, 0, 255, 0
L 86.8, 776.8, -66.9, 86.4, 778.7, -67.8, 0, 255, 0
L 86.4, 778.7, -67.8, 85.6, 780.4, -68.8, 0, 255, 0
L 85.6, 780.4, -68.8, 83.9, 779.6, -66.0, 0, 255, 0
L 83.9, 779.6, -66.0, 83.2, 778.1, -65.9, 0, 255, 0
L 83.2, 778.1, -65.9, 79.6, 771.1, -69.6, 0, 255, 0
L 79.6, 771.1, -69.6, 79.2, 769.3, -68.6, 0, 255, 0
L 79.2, 769.3, -68.6, 78.7, 767.2, -67.3, 0, 255, 0
L 78.7, 767.2, -67.3, 78.8, 765.3, -66.0, 0, 255, 0
L 78.8, 765.3, -66.0, 79.2, 750.2, -63.1, 0, 255, 0
L 79.2, 750.2, -63.1, 79.4, 748.2, -63.4, 0, 255, 0
L 79.4, 748.2, -63.4, 78.1, 746.8, -64.3, 0, 255, 0
L 78.1, 746.8, -64.3, 76.6, 745.7, -65.3, 0, 255, 0
L 76.6, 745.7, -65.3, 76.6, 743.9, -67.7, 0, 255, 0
L 76.6, 743.9, -67.7, 77.6, 742.5, -67.4, 0, 255, 0
L 77.6, 742.5, -67.4, 78.8, 741.0, -67.1, 0, 255, 0
L 78.8, 741.0, -67.1, 80.7, 740.8, -65.3, 0, 255, 0
L 194.0, 553.0, -45.0, 194.0, 556.0, -69.0, 0, 0, 0
L 95.0, 630.0, -69.0, 84.0, 630.0, -69.0, 255, 255, 0
L 95.0, 627.0, -69.0, 84.0, 627.0, -69.0, 255, 255, 0
